ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,58.26,0.998433,2.9542,58.26,0.998433,2.9542,late,small,none,commercial_pharma,68.48,41.25000000000000000000000000,55.5,42.39,77.000,72.25806451612903225806451613,0.9
ALKS,2,57.01,0.976489,1.9861,57.01,0.995298,2.597,late,mid,none,commercial_pharma,37.75,41.25000000000000000000000000,68.0,40.95,77.000,71.00000000000000000000000000,0.9
OPK,3,56.36,0.995298,2.597,56.36,0.992163,2.4164,late,small,none,platform_diagnostics,43.95,41.25000000000000000000000000,,63.33,71.62436548223350253807106599,78.19354838709677419354838709,0.9
TBPH,4,55.06,0.945141,1.5995,55.06,0.989028,2.2913,late,small,none,drug_developer,62.47,41.25000000000000000000000000,55.5,80.73,77.000,65.80645161290322580645161291,0.9
TARS,5,54.86,0.970219,1.884,54.86,0.985893,2.1943,late,mid,none,commercial_biotech,57.59,41.25000000000000000000000000,83.0,50.91,72.69035532994923857868020305,67.30000000000000000000000000,0.9
VYGR,6,53.23,0.960815,1.7602,53.23,0.979624,2.046,early,micro,none,drug_developer,67.90,41.25000000000000000000000000,49.5,62.45,76.00000000000000000000000000,59.05000000000000000000000000,0.7984655554383373773604810634
XNCR,7,52.89,0.989028,2.2913,52.89,0.976489,1.9861,mid,small,none,drug_developer,64.56,41.25000000000000000000000000,71.5,75.22,69.83050847457627118644067797,80.0,0.8205891505281690140845070423
BMRN,8,52.80,0.929467,1.4718,52.80,0.973354,1.9326,late,large,none,commercial_biotech,28.65,41.25000000000000000000000000,57.5,79.50,67.20812182741116751269035533,71.11111111111111111111111111,0.9
ACAD,9,52.64,0.904389,1.307,52.64,0.970219,1.884,late,mid,none,commercial_biotech,43.20,45.56250000000000000000000000,71.0,56.48,64.77157360406091370558375635,68.00000000000000000000000000,0.8789703449905482041587901701
AMGN,10,52.55,0.948276,1.6284,52.55,0.967085,1.8396,late,large,none,commercial_pharma,31.45,41.25000000000000000000000000,52.5,58.51,73.60406091370558375634517766,77.000,0.9
BIIB,11,52.43,0.938871,1.5454,52.43,0.96395,1.7985,late,large,none,commercial_pharma,40.98,41.25000000000000000000000000,68.5,76.43,71.16751269035532994923857868,75.55555555555555555555555555,0.9
HRTX,12,52.23,0.992163,2.4164,52.23,0.960815,1.7602,late,micro,none,drug_developer,13.85,41.25000000000000000000000000,58.0,85.86,77.000,73.77157360406091370558375634,0.8774101644245142002989536622
INCY,13,51.92,0.88558,1.2034,51.92,0.95768,1.7244,late,large,none,commercial_biotech,53.91,41.25000000000000000000000000,60.5,49.66,62.33502538071065989847715736,73.33333333333333333333333333,0.9
NVAX,14,51.83,0.985893,2.1943,51.83,0.954545,1.6906,late,small,none,commercial_biotech,58.82,41.25000000000000000000000000,54.5,86.17,77.000,74.83870967741935483870967742,0.8965845977842003853564547206
SUPN,15,51.73,0.888715,1.2197,51.73,0.951411,1.6587,late,mid,none,commercial_pharma,65.17,41.25000000000000000000000000,55.0,34.83,72.99492385786802030456852792,66.00000000000000000000000000,0.9
VNDA,16,50.96,0.923197,1.4269,50.96,0.948276,1.6284,late,small,none,commercial_biotech,39.71,41.25000000000000000000000000,52.5,92.78,74.51776649746192893401015229,66.83870967741935483870967742,0.8782537849566055930568948891
CAI,17,50.80,0.869906,1.1259,50.80,0.945141,1.5995,late,mid,none,commercial_biotech,43.75,41.25000000000000000000000000,66.0,34.77,70.25380710659898477157360406,57.00000000000000000000000000,0.9
