ticker,tier_dev,actionable_rank,size_band,target_weight_pct,tier_reason,size_reasons,catalyst_mode,catalyst_days,cat_priority,mom_state,risk_flags,composite_rank,composite_score,archetype,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id
IRON,A,1,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,77,3,headwind,,106,36.64,drug_developer,0.60929,v1.3.0,96f655ee
CRSP,A,2,L,6.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,28,9,headwind,,160,28.31,drug_developer,0.740437,v1.3.0,96f655ee
PVLA,A,3,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,16,3,neutral,,182,23.85,drug_developer,0.636612,v1.3.0,96f655ee
ORKA,A,4,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,108,3,tailwind,,186,23.16,drug_developer,0.855191,v1.3.0,96f655ee
PRTA,A,5,M,2.78,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,9,2,headwind,deep_drawdown_rel_xbi,187,22.89,drug_developer,0.718579,v1.3.0,96f655ee
BCAX,A,6,L,4.63,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,138,2,neutral,,194,21.28,drug_developer,0.756831,v1.3.0,96f655ee
SRRK,A,7,L,6.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,108,3,tailwind,,196,21.06,drug_developer,0.647541,v1.3.0,96f655ee
CLYM,A,8,L,4.63,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,specific_days,47,3,tailwind,,202,20.60,drug_developer,0.680328,v1.3.0,96f655ee
ATXS,A,9,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,77,9,neutral,,205,20.35,drug_developer,0.893443,v1.3.0,96f655ee
DNTH,A,10,L,5.62,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,137,3,tailwind,,209,19.82,drug_developer,0.948087,v1.3.0,96f655ee
RAPP,A,11,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,47,2,neutral,,218,18.81,drug_developer,0.806011,v1.3.0,96f655ee
NUVL,A,12,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,16,3,headwind,,219,18.68,drug_developer,0.931694,v1.3.0,96f655ee
PHVS,A,13,L,4.63,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,1,9,neutral,,220,18.58,drug_developer,0.702186,v1.3.0,96f655ee
ARTV,A,14,M,2.78,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,47,3,headwind,deep_drawdown|deep_drawdown_rel_xbi,221,18.55,drug_developer,0.724044,v1.3.0,96f655ee
KURA,A,15,L,5.62,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,169,3,headwind,deep_drawdown_rel_xbi,225,18.11,drug_developer,0.70765,v1.3.0,96f655ee
CELC,A,16,L,6.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,16,9,tailwind,,231,17.54,drug_developer,0.838798,v1.3.0,96f655ee
CGON,A,17,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,108,3,tailwind,,236,17.23,drug_developer,0.877049,v1.3.0,96f655ee
ACLX,A,18,L,6.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,108,3,headwind,,242,16.74,drug_developer,0.92623,v1.3.0,96f655ee
AURA,A,19,M,2.18,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,specific_days,138,2,headwind,deep_drawdown_rel_xbi,243,16.72,drug_developer,0.800546,v1.3.0,96f655ee
FDMT,A,20,S,1.39,high_opt+catalyst_near,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,specific_days,77,9,headwind,deep_drawdown_rel_xbi,252,15.79,drug_developer,0.904372,v1.3.0,96f655ee
