ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority
CAI,12,53.02,0.938871,1.5454,53.06,0.96395,1.7985,late,mid,none,commercial_biotech,24.26,52.088,53.99364017410325303867389164,13.64,71.19402985074626865671641791,57.84615384615384615384615385,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,1,1,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,431.95,1.0,0,1.0,0,0,,,139,0.38,1,True,specific_days,-0.3412,3,,-0.338168,,,-0.023106,-0.315062,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
UTHR,13,52.92,0.926332,1.449,52.97,0.960815,1.7602,late,large,none,commercial_pharma,46.87,49.71225600000000000000000000,83.75302503374848973072674345,72.08,64.47761194029850746268656717,66.66666666666666666666666667,0.9,,,v1.3.0,96f655ee,1,,7,7,buying,5,1,specific_days,near,adequate,neutral,,L,sponsor_confirmed,1.0,<=400bps,0,230.74,1.0,0,1.0,0,0,,,140,0.75,5,True,specific_days,-0.0435,7,0.2877,-0.0118,,55.2938,-0.023106,0.011306,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
RYTM,14,52.80,0.948276,1.6284,52.85,0.95768,1.7244,late,mid,none,commercial_biotech,30.62,52.064,85,38.06,76.11940298507462686567164179,43.49017751479289940828402366,0.9,,,v1.3.0,96f655ee,1,,9,9,buying,15,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,352.49,1.0,0,1.0,0,0,,,141,0.45,15,True,specific_days,-0.2550,9,0.8990,-0.1456,,19.9199,-0.023106,-0.122494,morningstar,,,9
VRTX,15,52.72,0.904389,1.307,52.76,0.954545,1.6906,late,large,none,commercial_biotech,44.77,49.41306711111111111111111111,53.84264561387042101419512084,25.80,77.000,47.79301935680536503581771072,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,8,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,128.54,1.0,0,1.0,0,0,,,142,0.45,8,True,specific_days,-0.0726,3,0.4574,-0.086,,61.3421,-0.023106,-0.062894,morningstar,,,9
SUPN,16,52.69,0.929467,1.4718,52.69,0.951411,1.6587,late,mid,none,commercial_pharma,32.11,39.59360400000000000000000000,32.98889054897897194375730207,13.64,74.02985074626865671641791045,66.15384615384615384615384615,0.9,,,v1.3.0,96f655ee,1,,2,2,neutral,108,0,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,516.09,1.0,0,1.0,0,0,,,143,0.38,108,False,specific_days,-0.2354,2,,-0.133509,,,-0.023106,-0.110403,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
XNCR,17,52.13,0.973354,1.9326,52.18,0.945141,1.5995,mid,small,none,drug_developer,42.98,53.846,74.53201904825992746019067569,74.04,70.68965517241379310344827586,67.90909090909090909090909091,0.8271291355037395512538495381,0.877049,0.122951,v1.3.0,96f655ee,1,,4,4,buying,18,1,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1045.09,1.0,0,1.0,0,0,C,low_opt,76,0.16,18,True,specific_days,-0.0975,4,,-0.34715,,,-0.023106,-0.324044,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
INDV,18,52.11,0.942006,1.5718,52.18,0.948276,1.6284,late,mid,none,commercial_pharma,48.56,46.94535511111111111111111111,37.83062244672406727572603052,57.79,77.000,56.00000000000000000000000000,0.8775919295664772094059957651,,,v1.3.0,96f655ee,1,,1,1,neutral,77,0,specific_days,near,adequate,neutral,,M,,1.0,<=400bps,0,351.76,1.0,0,1.0,0,0,,,144,0.45,77,False,specific_days,-0.0200,1,,-0.056421,,,-0.023106,-0.033315,morningstar,,,9
NBIX,19,51.64,0.863636,1.0968,51.64,0.942006,1.5718,late,large,none,commercial_pharma,30.27,41.79502400000000000000000000,83.62577410577353041674745911,40.91,70.14925373134328358208955224,43.47050754458161865569272976,0.9,,,v1.3.0,96f655ee,1,,8,8,buying,16,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,268.22,1.0,0,1.0,0,0,,,145,0.45,16,True,specific_days,-0.2597,8,,-0.13969,,,-0.023106,-0.116584,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
NVAX,20,51.36,0.989028,2.2913,51.36,0.938871,1.5454,late,small,none,commercial_biotech,47.99,47.28710400000000000000000000,33.73568037741481881196625294,90.00,77.000,74.94736842105263157894736842,0.8843809426946631671041119860,,,v1.3.0,96f655ee,1,,1,1,selling,62,0,specific_days,near,adequate,neutral,deep_drawdown_rel_xbi|overbought_rsi,M,,0.85,<=1000bps,1,504.92,1.0,0,1.0,0,0,,,146,0.38,62,False,specific_days,-0.0280,1,,-0.3487,,73.6,-0.023106,-0.325594,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
VYGR,21,50.44,0.935737,1.5199,50.58,0.935737,1.5199,early,micro,none,drug_developer,31.15,37.47010844444444444444444444,47.375,76.79,77.000,50.86842105263157894736842105,0.7982412648887951934225782650,0.959016,0.040984,v1.3.0,96f655ee,1,,1,1,selling,,0,no_upcoming,missing,adequate,headwind,deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_>2000bps,0.55,>2000bps,1,2020.0,1.0,0,1.0,0,0,C,low_opt+no_catalyst_data,77,0.06,,False,no_upcoming,-0.2480,1,,-0.303887,,,-0.023106,-0.280781,morningstar,,,9
AXSM,22,50.33,0.869906,1.1259,50.33,0.929467,1.4718,late,mid,none,commercial_biotech,63.64,41.55632400000000000000000000,73.36462424091317860159198455,10.00,71.79104477611940298507462687,37.59237343852728468113083498,0.9,,,v1.3.0,96f655ee,1,,7,7,buying,16,1,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,294.54,1.0,0,1.0,0,0,,,147,0.75,16,True,specific_days,0.1795,7,,-0.3753,,68.4,-0.023106,-0.352194,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
HRMY,23,49.81,0.89185,1.2364,49.81,0.923197,1.4269,late,mid,none,commercial_biotech,43.58,51.422,49.25129276093708268001072337,90.00,60.29850746268656716417910448,76.30769230769230769230769231,0.9,,,v1.3.0,96f655ee,1,,3,3,selling,47,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,606.78,1.0,0,1.0,0,0,,,148,0.38,47,True,specific_days,-0.0892,3,,-0.090965,,,-0.023106,-0.067859,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
BEAM,24,49.80,0.960815,1.7602,49.85,0.926332,1.449,early,mid,none,drug_developer,54.46,52.700,61.66167184674217032414259959,19.64,67.36842105263157894736842105,67.42105263157894736842105263,0.8073711778602767465406682416,0.833333,0.166667,v1.3.0,96f655ee,1,,4,4,buying,15,1,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,434.63,1.0,0,1.0,0,0,C,low_opt,78,0.64,15,True,specific_days,0.0620,4,,-0.3508,,45.6,-0.023106,-0.327694,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
VNDA,25,49.49,0.898119,1.2709,49.49,0.920063,1.4055,late,small,none,commercial_biotech,83.80,42.26218711111111111111111111,38.03542322204330659614741835,90.00,74.92537313432835820895522388,55.96842105263157894736842105,0.8689504800875273522975929978,,,v1.3.0,96f655ee,1,,1,1,neutral,16,1,specific_days,near,adequate,tailwind,,L,momentum_tailwind,0.85,<=1000bps,1,882.2,1.0,0,1.0,0,0,,,149,0.64,16,True,specific_days,0.4860,1,,-0.090703,,,-0.023106,-0.067597,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
REGN,26,49.38,0.841693,1.0014,49.40,0.916928,1.3847,late,large,none,commercial_biotech,47.79,51.704,49.86829934357764820204410157,55.01,68.35820895522388059701492538,60.00000000000000000000000000,0.9,,,v1.3.0,96f655ee,1,,4,4,buying,3,1,specific_days,near,adequate,neutral,,L,sponsor_confirmed,1.0,<=400bps,0,123.01,1.0,0,1.0,0,0,,,150,0.75,3,True,specific_days,-0.0308,4,,-0.0505,,,-0.023106,-0.027394,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
GH,27,49.23,0.920063,1.4055,49.26,0.910658,1.3448,late,large,none,platform_diagnostics,71.97,52.304,68.57682603446225265256407114,10.00,71.79104477611940298507462687,57.77777777777777777777777778,0.8975772900542913249393554349,,,v1.3.0,96f655ee,1,,3,3,buying,1,1,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,202.99,1.0,0,1.0,0,0,,,151,0.75,1,True,specific_days,0.2891,3,,-0.022937,,,-0.023106,0.000169,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
EWTX,28,49.13,0.951411,1.6587,49.29,0.913793,1.3645,mid,mid,none,drug_developer,83.28,52.094,85,25.96,75.86206896551724137931034483,51.65517241379310344827586207,0.8079037925264919129949804796,0.937158,0.062842,v1.3.0,96f655ee,1,,9,9,buying,76,0,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,490.69,1.0,0,1.0,0,0,C,low_opt,79,0.64,76,False,specific_days,0.4750,9,,-0.042624,,,-0.023106,-0.019518,morningstar,,,9
MIRM,29,49.06,0.838558,0.9885,49.06,0.907524,1.3257,late,mid,none,commercial_biotech,64.89,39.76174400000000000000000000,65.58553634656916943848146013,13.64,69.85074626865671641791044776,40.16436554898093359631821171,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,108,0,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,359.13,1.0,0,1.0,0,0,,,152,0.75,108,False,specific_days,0.1959,3,,0.0,,,-0.023106,0.023106,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
UPB,30,48.82,0.907524,1.3257,48.82,0.904389,1.307,mid,small,none,drug_developer,64.73,36.85366044444444444444444444,85,14.42,64.48275862068965517241379310,50.90909090909090909090909091,0.8303334611591979840035060809,0.800546,0.199454,v1.3.0,96f655ee,1,,4,4,buying,6,1,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,775.16,1.0,0,1.0,0,0,C,low_opt,80,0.64,6,True,specific_days,0.1938,4,,-0.048006,,,-0.023106,-0.0249,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
NAMS,31,48.68,0.844828,1.0145,48.74,0.901254,1.2887,late,mid,none,drug_developer,31.08,50.102,85,43.03,56.41791044776119402985074627,56.09230769230769230769230769,0.8710369879786286731967943010,0.685792,0.314208,v1.3.0,96f655ee,1,,5,5,buying,16,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,597.7,1.0,0,1.0,0,0,B,mod_opt+catalyst_near,38,0.38,16,True,specific_days,-0.2489,5,,-0.232811,,,-0.023106,-0.209705,morningstar,,,9
NKTX,32,48.55,0.916928,1.3847,48.67,0.898119,1.2709,early,micro,none,drug_developer,29.62,37.47010844444444444444444444,61.550,69.64,66.31578947368421052631578948,58.47368421052631578947368421,0.8090840897125408023586395704,0.81694,0.18306,v1.3.0,96f655ee,1,,3,3,buying,,0,no_upcoming,missing,adequate,headwind,,S,sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,0.55,>2000bps,1,2020.0,1.0,0,1.0,0,0,C,low_opt+no_catalyst_data,81,0.12,,False,no_upcoming,-0.2682,3,,-0.231939,,,-0.023106,-0.208833,morningstar,,,9
IONS,33,47.77,0.87931,1.1715,47.77,0.894984,1.2535,late,large,none,commercial_biotech,59.09,39.45923600000000000000000000,,25.19,60.00000000000000000000000000,68.450,0.9,,,v1.3.0,96f655ee,1,,0,0,neutral,16,1,specific_days,near,adequate,tailwind,,L,momentum_tailwind,1.0,<=400bps,0,227.9,1.0,0,1.0,0,0,,,153,0.75,16,True,specific_days,0.1263,0,0.8532,-0.0423,,47.8952,-0.023106,-0.019194,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
GILD,34,47.09,0.794671,0.8227,47.11,0.89185,1.2364,late,large,none,commercial_pharma,44.93,52.472,59.64113807067101689633166758,36.62,70.44776119402985074626865672,39.26992836457857033988721232,0.9,,,v1.3.0,96f655ee,1,,2,2,buying,11,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,104.48,1.0,0,1.0,0,0,,,154,0.45,11,True,specific_days,-0.0705,2,,-0.1367,,45.9,-0.023106,-0.113594,morningstar,,,9
ANAB,35,47.07,0.876176,1.1561,47.07,0.888715,1.2197,mid,small,none,commercial_biotech,72.89,51.734,85,33.65,65.51724137931034482758620690,48.73227221712070196918681767,0.8289685333920123225877434261,,,v1.3.0,96f655ee,1,,5,5,buying,77,0,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,600.9,1.0,0,1.0,0,0,,,155,0.64,77,False,specific_days,0.3011,5,,-0.063642,,,-0.023106,-0.040536,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3
ELVN,36,47.03,0.901254,1.2887,47.03,0.88558,1.2034,early,small,none,drug_developer,63.04,43.60352711111111111111111111,68.35377649015491042918339378,16.07,62.10526315789473684210526316,60.44827586206896551724137931,0.7933702714584020222002417848,0.762295,0.237705,v1.3.0,96f655ee,1,,6,6,selling,138,0,specific_days,mid,adequate,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,0.85,<=1000bps,1,606.01,1.0,0,1.0,0,0,C,low_opt,82,0.64,138,False,specific_days,0.1716,6,,-0.05771,,,-0.023106,-0.034604,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
ESPR,37,47.03,0.910658,1.3448,47.03,0.882445,1.1873,late,small,none,commercial_pharma,56.56,54.026,40.13568037741481881196625294,55.09,77.000,67.24210526315789473684210527,0.8157035348326933625891387822,,,v1.3.0,96f655ee,1,,1,1,buying,15,1,specific_days,near,adequate,tailwind,,L,momentum_tailwind,0.85,<=1000bps,1,691.24,1.0,0,1.0,0,0,,,156,0.64,15,True,specific_days,0.0911,1,,-0.161765,,,-0.023106,-0.138659,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
ASMB,38,46.93,0.822884,0.9264,46.99,0.87931,1.1715,mid,small,none,drug_developer,20.82,48.57829377777777777777777778,40.88506415863359646665762333,81.73,67.58620689655172413793103448,55.54545454545454545454545454,0.8172205349195858118528310200,0.838798,0.161202,v1.3.0,96f655ee,1,,1,1,buying,18,1,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1736.45,1.0,0,1.0,0,0,C,low_opt,83,0.08,18,True,specific_days,-0.3968,1,,-0.318961,,,-0.023106,-0.295855,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
ONC,39,46.45,0.785266,0.7901,46.48,0.876176,1.1561,late,large,none,commercial_biotech,40.15,51.296,63.67694153628588286546433754,13.64,58.80597014925373134328358209,62.22222222222222222222222222,0.9,,,v1.3.0,96f655ee,1,,2,2,buying,1,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,315.75,1.0,0,1.0,0,0,,,157,0.45,1,True,specific_days,-0.1368,2,,-0.109439,,,-0.023106,-0.086333,morningstar,,,9
MNKD,40,46.23,0.778997,0.7688,46.23,0.873041,1.1409,late,small,none,commercial_biotech,48.83,53.540,,13.64,75.82089552238805970149253732,37.27977839335180055401662049,0.9,,,v1.3.0,96f655ee,1,,0,0,neutral,47,1,specific_days,near,adequate,neutral,,M,,0.85,<=1000bps,1,670.87,1.0,0,1.0,0,0,,,158,0.38,47,True,specific_days,-0.0162,0,,-0.056465,,,-0.023106,-0.033359,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
NTRA,41,46.18,0.772727,0.7479,46.18,0.869906,1.1259,late,large,none,platform_diagnostics,52.49,51.476,54.43018993030298423572605241,13.64,73.73134328358208955223880597,35.19128181679622008840115837,0.9,,,v1.3.0,96f655ee,1,,5,5,selling,45,1,specific_days,near,adequate,neutral,deep_drawdown_rel_xbi,L,sponsor_confirmed,1.0,<=400bps,0,186.4,1.0,0,1.0,0,0,,,159,0.75,45,True,specific_days,0.0345,5,,-0.3449,,58.1,-0.023106,-0.321794,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
CTNM,42,46.13,0.932602,1.4955,46.13,0.866771,1.1113,mid,small,none,drug_developer,74.82,51.182,85,50.96,77.000,54.00000000000000000000000000,0.7784902228285584356525693497,0.991803,0.008197,v1.3.0,96f655ee,1,,7,7,buying,2,1,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1709.9,1.0,0,1.0,0,0,C,low_opt,84,0.52,2,True,specific_days,0.3278,7,,0.0,,,-0.023106,0.023106,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3
HRTX,43,46.12,0.888715,1.2197,46.12,0.863636,1.0968,late,micro,none,drug_developer,38.44,29.89201111111111111111111111,53.425,90.00,68.95522388059701492537313433,61.23134328358208955223880597,0.8795697181515881206283683064,0.855191,0.144809,v1.3.0,96f655ee,1,,2,2,buying,,0,no_upcoming,missing,adequate,headwind,,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1996.38,1.0,0,1.0,0,0,C,low_opt+no_catalyst_data,85,0.16,,False,no_upcoming,-0.1520,2,,-0.2429,,36.2,-0.023106,-0.219794,morningstar,,,9
KYMR,44,45.91,0.816614,0.9025,45.91,0.860502,1.0826,mid,mid,none,drug_developer,54.97,46.62784711111111111111111111,62.47846542354194859713334244,10.00,72.75862068965517241379310345,41.25000000000000000000000000,0.8114477338691672248269703059,0.898907,0.101093,v1.3.0,96f655ee,1,,5,5,buying,25,1,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,374.93,1.0,0,1.0,0,0,C,low_opt,86,0.75,25,True,specific_days,0.0690,5,1.2991,-0.2367,,20.3932,-0.023106,-0.213594,morningstar,,,9
AGIO,45,45.73,0.88558,1.2034,45.75,0.857367,1.0686,late,small,none,drug_developer,19.37,50.414,62.53333055580258544091526475,72.39,74.32835820895522388059701493,60.80000000000000000000000000,0.8360138173045290053733962057,0.915301,0.084699,v1.3.0,96f655ee,0,deep_drawdown,3,3,buying,14,1,specific_days,near,adequate,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,0.85,<=1000bps,1,470.07,1.0,0,1.0,0,0,D,ineligible,,,14,True,specific_days,-0.4229,3,,-0.5089,,50.8,-0.023106,-0.485794,morningstar,,,9
CGEM,46,45.59,0.797806,0.8338,45.59,0.854232,1.0548,early,small,none,drug_developer,70.44,54.272,26.64940370548456022220046688,55.36,69.47368421052631578947368421,49.79323556612498348526885983,0.8174460120680197476686780033,0.860656,0.139344,v1.3.0,96f655ee,1,,4,4,selling,16,1,specific_days,near,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,884.55,1.0,0,1.0,0,0,C,low_opt,87,0.64,16,True,specific_days,0.2689,4,,-0.064347,,,-0.023106,-0.041241,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
