ticker,tier_dev,actionable_rank,size_band,target_weight_pct,tier_reason,size_reasons,catalyst_mode,catalyst_days,cat_priority,mom_state,risk_flags,composite_rank,composite_score,archetype,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id
IRON,A,1,L,5.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,1,2,headwind,,116,34.96,drug_developer,0.625683,v1.3.0,96f655ee
CRSP,A,2,L,6.6,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,42,9,headwind,,159,28.44,drug_developer,0.756831,v1.3.0,96f655ee
PVLA,A,3,L,5.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,1,2,neutral,deep_drawdown_rel_xbi,179,24.53,drug_developer,0.636612,v1.3.0,96f655ee
ORKA,A,4,L,5.61,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,122,3,tailwind,,183,23.79,drug_developer,0.849727,v1.3.0,96f655ee
PRTA,A,5,M,2.77,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,23,2,headwind,deep_drawdown_rel_xbi,192,22.54,drug_developer,0.729508,v1.3.0,96f655ee
SRRK,A,6,L,6.6,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,122,3,tailwind,,201,20.94,drug_developer,0.653005,v1.3.0,96f655ee
ATXS,A,7,L,5.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,1,2,neutral,,210,19.99,drug_developer,0.887978,v1.3.0,96f655ee
DNTH,A,8,L,5.61,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,151,3,tailwind,,214,19.69,drug_developer,0.948087,v1.3.0,96f655ee
PHVS,A,9,L,4.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,2,3,neutral,,215,19.61,drug_developer,0.702186,v1.3.0,96f655ee
RAPP,A,10,L,5.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,61,2,neutral,,218,19.37,drug_developer,0.800546,v1.3.0,96f655ee
ARTV,A,11,M,2.77,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,61,3,headwind,deep_drawdown|deep_drawdown_rel_xbi,221,19.09,drug_developer,0.734973,v1.3.0,96f655ee
NUVL,A,12,L,5.61,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,152,2,headwind,,238,16.95,drug_developer,0.97541,v1.3.0,96f655ee
AURA,A,13,M,2.18,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,specific_days,152,2,headwind,deep_drawdown_rel_xbi,242,16.68,drug_developer,0.811475,v1.3.0,96f655ee
CGON,A,14,L,5.61,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,122,3,tailwind,,243,16.65,drug_developer,0.893443,v1.3.0,96f655ee
ACLX,A,15,L,6.6,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,122,3,headwind,,245,16.46,drug_developer,0.92623,v1.3.0,96f655ee
FDMT,A,16,S,1.39,high_opt+catalyst_near,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,specific_days,1,2,headwind,deep_drawdown_rel_xbi,256,15.27,drug_developer,0.909836,v1.3.0,96f655ee
CNTA,A,17,L,5.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,60,9,headwind,,258,15.10,drug_developer,0.942623,v1.3.0,96f655ee
OLMA,A,18,L,6.6,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,specific_days,30,3,tailwind,high_vol|deep_drawdown_rel_xbi,260,14.90,drug_developer,0.81694,v1.3.0,96f655ee
CELC,A,19,L,6.6,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,30,9,tailwind,,274,14.04,drug_developer,0.855191,v1.3.0,96f655ee
ADCT,A,20,M,2.77,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,2,3,headwind,,277,13.83,drug_developer,0.882514,v1.3.0,96f655ee
