ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority
EBS,1,58.50,0.998433,2.9542,58.50,0.998433,2.9542,late,small,none,commercial_pharma,44.04,39.79539600000000000000000000,42.69171149920642344384200979,41.05,77.000,72.25806451612903225806451613,0.8947184155901029121961900591,,,v1.3.0,96f655ee,1,,1,1,buying,152,0,specific_days,mid,adequate,headwind,,S,momentum_headwind,0.85,<=1000bps,1,985.34,1.0,0,1.0,0,0,,,128,0.19,152,False,specific_days,-0.0828,1,,-0.160072,,,-0.023106,-0.136966,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
ALKS,2,57.86,0.995298,2.597,57.97,0.995298,2.597,late,mid,none,commercial_pharma,44.83,32.76554844444444444444444444,57.17286147566172589030062081,39.90,77.000,70.00000000000000000000000000,0.9,,,v1.3.0,96f655ee,1,,6,6,buying,30,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,362.89,1.0,0,1.0,0,0,,,129,0.45,30,True,specific_days,-0.0719,6,,-0.068889,,,-0.023106,-0.045783,morningstar,,,9
TBPH,3,55.73,0.967085,1.8396,55.79,0.992163,2.4164,late,small,none,drug_developer,57.18,50.588,40.56671149920642344384200979,68.64,77.000,65.16129032258064516129032258,0.8909655793163891323400525855,0.969945,0.030055,v1.3.0,96f655ee,1,,1,1,buying,1,1,specific_days,near,adequate,tailwind,deep_drawdown_rel_xbi,M,momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1025.46,1.0,0,1.0,0,0,C,low_opt,77,0.32,1,True,specific_days,0.0998,1,,-0.3281,,53.3,-0.023106,-0.304994,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
BIIB,4,55.30,0.989028,2.2913,55.37,0.985893,2.1943,late,large,none,commercial_pharma,44.69,48.26934444444444444444444444,65.16358028070074811818280724,66.16,72.72727272727272727272727273,75.55555555555555555555555555,0.9,,,v1.3.0,96f655ee,1,,5,5,buying,7,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,175.51,1.0,0,1.0,0,0,,,130,0.45,7,True,specific_days,-0.0737,5,,-0.2549,,51.2,-0.023106,-0.231794,morningstar,,,9
TARS,5,55.29,0.96395,1.7985,55.48,0.989028,2.2913,late,mid,none,commercial_biotech,35.48,39.79539600000000000000000000,85,46.92,70.30303030303030303030303030,55.70000000000000000000000000,0.8993895436420026583961010191,,,v1.3.0,96f655ee,0,deep_drawdown,8,8,buying,152,0,specific_days,mid,adequate,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,0.85,<=1000bps,1,529.74,1.0,0,1.0,0,0,,,,,152,False,specific_days,-0.1911,8,,-0.4018,,43.7,-0.023106,-0.378694,morningstar,SEC_8K_FILING,DATA_READOUT,2
BMRN,6,55.01,0.970219,1.884,55.05,0.982759,2.1144,late,large,none,commercial_biotech,33.90,51.302,54.48745223421157394696348332,78.32,67.87878787878787878787878788,71.11111111111111111111111111,0.9,,,v1.3.0,96f655ee,1,,3,3,neutral,30,1,specific_days,near,adequate,headwind,overbought_rsi,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,258.43,1.0,0,1.0,0,0,,,131,0.45,30,True,specific_days,-0.2119,3,0.7339,-0.174,,72.1854,-0.023106,-0.150894,morningstar,,,9
ACAD,7,54.98,0.960815,1.7602,54.98,0.979624,2.046,late,mid,none,commercial_biotech,39.21,41.59040000000000000000000000,79.39171718307693129192638354,48.00,64.84848484848484848484848485,67.00000000000000000000000000,0.8993854779615854335516820251,,,v1.3.0,96f655ee,1,,7,7,buying,105,0,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,525.22,1.0,0,1.0,0,0,,,132,0.39,105,False,specific_days,-0.1499,7,0.9418,-0.0517,,43.2990,-0.023106,-0.028594,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
OPK,8,54.68,0.973354,1.9326,54.68,0.976489,1.9861,late,small,none,platform_diagnostics,30.10,39.79539600000000000000000000,,73.81,71.81818181818181818181818182,64.96774193548387096774193548,0.9,,,v1.3.0,96f655ee,1,,0,0,neutral,183,0,specific_days,far,adequate,headwind,deep_drawdown_rel_xbi,S,catalyst_far_lift|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1543.84,1.0,0,1.0,0,0,,,133,0.16,183,False,specific_days,-0.2618,0,,-0.335052,,,-0.023106,-0.311946,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
INCY,9,54.59,0.95768,1.7244,54.59,0.973354,1.9326,late,large,none,commercial_biotech,39.30,56.210,59.85046247524110891320112714,38.67,63.03030303030303030303030303,73.33333333333333333333333333,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,2,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,222.13,1.0,0,1.0,0,0,,,134,0.45,2,True,specific_days,-0.1486,3,0.2617,-0.0406,,65.0693,-0.023106,-0.017494,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
AMGN,10,53.86,0.979624,2.046,53.86,0.970219,1.884,late,large,none,commercial_pharma,44.43,56.750,43.71953502398163972529293463,48.68,74.54545454545454545454545455,77.000,0.9,,,v1.3.0,96f655ee,1,,1,1,neutral,1,1,specific_days,near,adequate,headwind,,S,momentum_headwind,1.0,<=400bps,0,106.06,1.0,0,1.0,0,0,,,135,0.23,1,True,specific_days,-0.0773,1,,-0.2206,,54.3,-0.023106,-0.197494,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3
