ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority
EBS,1,58.49,0.998433,2.9542,58.49,0.998433,2.9542,late,small,none,commercial_pharma,44.04,39.53760177777777777777777778,42.20167082121535961457670293,41.05,77.000,72.42105263157894736842105263,0.8944998239544558791329100066,,,v1.3.0,96f655ee,1,,1,1,buying,144,0,specific_days,mid,adequate,headwind,,S,momentum_headwind,0.85,<=1000bps,1,985.34,1.0,0,1.0,0,0,,,130,0.19,144,False,specific_days,-0.0828,1,,-0.160072,,,-0.023106,-0.136966,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
ALKS,2,58.21,0.995298,2.597,58.31,0.995298,2.597,late,mid,none,commercial_pharma,44.83,36.90858711111111111111111111,56.76419113396300763989163522,39.90,77.000,70.76923076923076923076923077,0.9,,,v1.3.0,96f655ee,1,,6,6,buying,22,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,362.89,1.0,0,1.0,0,0,,,131,0.45,22,True,specific_days,-0.0719,6,,-0.068889,,,-0.023106,-0.045783,morningstar,,,9
TBPH,3,55.84,0.96395,1.7985,55.88,0.989028,2.2913,late,small,none,drug_developer,57.18,51.662,40.07667082121535961457670293,66.85,77.000,65.47368421052631578947368421,0.8895807120052481959326481522,0.969945,0.030055,v1.3.0,96f655ee,1,,1,1,buying,52,1,specific_days,near,adequate,tailwind,deep_drawdown_rel_xbi,M,momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1025.46,1.0,0,1.0,0,0,C,low_opt,76,0.32,52,True,specific_days,0.0998,1,,-0.3281,,53.3,-0.023106,-0.304994,morningstar,,,9
TARS,4,55.76,0.967085,1.8396,55.95,0.992163,2.4164,late,mid,none,commercial_biotech,35.48,39.53760177777777777777777778,85,48.91,70.74626865671641791044776119,56.87692307692307692307692308,0.9,,,v1.3.0,96f655ee,0,deep_drawdown,8,8,buying,144,0,specific_days,mid,adequate,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,0.85,<=1000bps,1,529.74,1.0,0,1.0,0,0,,,,,144,False,specific_days,-0.1911,8,,-0.4018,,43.7,-0.023106,-0.378694,morningstar,SEC_8K_FILING,DATA_READOUT,2
BIIB,5,55.43,0.992163,2.4164,55.51,0.985893,2.1943,late,large,none,commercial_pharma,44.69,45.53916844444444444444444444,65.74589091304973150341621216,64.70,73.13432835820895522388059701,75.55555555555555555555555555,0.9,,,v1.3.0,96f655ee,1,,5,5,buying,6,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,175.51,1.0,0,1.0,0,0,,,132,0.45,6,True,specific_days,-0.0737,5,,-0.2549,,51.2,-0.023106,-0.231794,morningstar,,,9
BMRN,6,55.19,0.970219,1.884,55.21,0.982759,2.1144,late,large,none,commercial_biotech,33.90,53.132,54.96183818414364996835559076,78.02,68.05970149253731343283582090,71.11111111111111111111111111,0.9,,,v1.3.0,96f655ee,1,,3,3,neutral,22,1,specific_days,near,adequate,headwind,overbought_rsi,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,258.43,1.0,0,1.0,0,0,,,133,0.45,22,True,specific_days,-0.2119,3,0.7339,-0.174,,72.1854,-0.023106,-0.150894,morningstar,,,9
OPK,7,54.97,0.973354,1.9326,54.97,0.979624,2.046,late,small,none,platform_diagnostics,30.10,39.53760177777777777777777778,,74.90,72.53731343283582089552238806,65.09473684210526315789473684,0.9,,,v1.3.0,96f655ee,1,,0,0,neutral,175,0,specific_days,mid,adequate,headwind,deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1543.84,1.0,0,1.0,0,0,,,134,0.08,175,False,specific_days,-0.2618,0,,-0.335052,,,-0.023106,-0.311946,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
AMGN,8,54.49,0.979624,2.046,54.52,0.976489,1.9861,late,large,none,commercial_pharma,44.43,55.328,39.84526304254643135438337497,44.41,74.62686567164179104477611940,77.000,0.9,,,v1.3.0,96f655ee,1,,1,1,neutral,4,1,specific_days,near,adequate,headwind,,S,momentum_headwind,1.0,<=400bps,0,106.06,1.0,0,1.0,0,0,,,135,0.23,4,True,specific_days,-0.0773,1,,-0.2206,,54.3,-0.023106,-0.197494,morningstar,,,9
INCY,9,54.46,0.954545,1.6906,54.48,0.973354,1.9326,late,large,none,commercial_biotech,39.30,54.458,60.37211954926203277386231812,37.63,63.58208955223880597014925373,73.33333333333333333333333333,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,3,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,222.13,1.0,0,1.0,0,0,,,136,0.45,3,True,specific_days,-0.1486,3,0.2617,-0.0406,,65.0693,-0.023106,-0.017494,morningstar,,,9
ACAD,10,54.40,0.95768,1.7244,54.40,0.970219,1.884,late,mid,none,commercial_biotech,39.21,57.206,71.0,51.74,65.37313432835820895522388060,68.00000000000000000000000000,0.9,,,v1.3.0,96f655ee,1,,7,7,buying,55,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,525.22,1.0,0,1.0,0,0,,,137,0.38,55,True,specific_days,-0.1499,7,0.9418,-0.0517,,43.2990,-0.023106,-0.028594,morningstar,FDA_CALENDAR,FDA_PDUFA_DATE,1
JAZZ,11,53.87,0.976489,1.9861,53.92,0.967085,1.8396,late,large,none,commercial_biotech,49.94,54.080,82.39056905197634326525631390,67.34,67.46268656716417910447761194,68.88888888888888888888888889,0.9,,,v1.3.0,96f655ee,1,,6,6,buying,13,1,specific_days,near,adequate,neutral,,L,sponsor_confirmed,1.0,<=400bps,0,226.8,1.0,0,1.0,0,0,,,138,0.75,13,True,specific_days,-0.0009,6,0.4019,-0.0603,,51.0668,-0.023106,-0.037194,morningstar,,,9
CAI,12,53.20,0.948276,1.6284,53.25,0.96395,1.7985,late,mid,none,commercial_biotech,24.26,54.644,54.01525990998170932805195075,24.53,71.04477611940298507462686567,57.84615384615384615384615385,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,0,1,blended_window,near,adequate,headwind,deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,431.95,1.0,0,1.0,0,0,,,139,0.38,0,True,blended_window,-0.3412,3,,-0.338168,,,-0.023106,-0.315062,morningstar,,,9
RYTM,13,52.86,0.951411,1.6587,52.91,0.960815,1.7602,late,mid,none,commercial_biotech,30.62,53.450,85,43.11,76.11940298507462686567164179,43.49017751479289940828402366,0.9,,,v1.3.0,96f655ee,1,,9,9,buying,21,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,352.49,1.0,0,1.0,0,0,,,140,0.45,21,True,specific_days,-0.2550,9,0.8990,-0.1456,,19.9199,-0.023106,-0.122494,morningstar,,,9
VRTX,14,52.80,0.901254,1.2887,52.83,0.954545,1.6906,late,large,none,commercial_biotech,44.77,51.368,53.84269565457830198751513824,34.02,77.000,47.79301935680536503581771072,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,14,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,128.54,1.0,0,1.0,0,0,,,141,0.45,14,True,specific_days,-0.0726,3,0.4574,-0.086,,61.3421,-0.023106,-0.062894,morningstar,,,9
UTHR,15,52.79,0.923197,1.4269,52.84,0.95768,1.7244,late,large,none,commercial_pharma,46.87,51.296,83.75282343514477125846790327,37.59,64.17910447761194029850746269,66.66666666666666666666666667,0.9,,,v1.3.0,96f655ee,1,,7,7,buying,11,1,specific_days,near,adequate,neutral,,L,sponsor_confirmed,1.0,<=400bps,0,230.74,1.0,0,1.0,0,0,,,142,0.75,11,True,specific_days,-0.0435,7,0.2877,-0.0118,,55.2938,-0.023106,0.011306,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
SUPN,16,52.68,0.926332,1.449,52.68,0.951411,1.6587,late,mid,none,commercial_pharma,32.11,39.53760177777777777777777778,32.93357781136725231606816962,33.17,74.02985074626865671641791045,66.15384615384615384615384615,0.9,,,v1.3.0,96f655ee,1,,2,2,neutral,114,0,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,516.09,1.0,0,1.0,0,0,,,143,0.38,114,False,specific_days,-0.2354,2,,-0.133509,,,-0.023106,-0.110403,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
XNCR,17,52.50,0.982759,2.1144,52.58,0.948276,1.6284,mid,small,none,drug_developer,42.98,49.84407511111111111111111111,74.46191615501276477930880887,77.80,70.68965517241379310344827586,67.90909090909090909090909091,0.82245375,0.871585,0.128415,v1.3.0,96f655ee,1,,4,4,buying,5,1,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1045.09,1.0,0,1.0,0,0,C,low_opt,77,0.16,5,True,specific_days,-0.0975,4,,-0.34715,,,-0.023106,-0.324044,morningstar,,,9
INDV,18,51.99,0.938871,1.5454,52.05,0.945141,1.5995,late,mid,none,commercial_pharma,48.56,47.49960000000000000000000000,37.78097839214430209886916914,42.96,77.000,56.00000000000000000000000000,0.8779770903822578847654073331,,,v1.3.0,96f655ee,1,,1,1,neutral,83,0,specific_days,near,adequate,neutral,,M,,1.0,<=400bps,0,351.76,1.0,0,1.0,0,0,,,144,0.45,83,False,specific_days,-0.0200,1,,-0.056421,,,-0.023106,-0.033315,morningstar,,,9
NBIX,19,51.92,0.876176,1.1561,51.92,0.942006,1.5718,late,large,none,commercial_pharma,30.27,44.30768400000000000000000000,83.62583814612410494113178150,23.74,70.14925373134328358208955224,43.47050754458161865569272976,0.9,,,v1.3.0,96f655ee,1,,8,8,buying,22,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,268.22,1.0,0,1.0,0,0,,,145,0.45,22,True,specific_days,-0.2597,8,,-0.13969,,,-0.023106,-0.116584,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
NVAX,20,51.27,0.989028,2.2913,51.33,0.938871,1.5454,late,small,none,commercial_biotech,47.99,50.714,33.75167082121535961457670293,88.45,77.000,74.94736842105263157894736842,0.8923656673979815708644142168,,,v1.3.0,96f655ee,1,,1,1,selling,1,1,specific_days,near,adequate,neutral,deep_drawdown_rel_xbi|overbought_rsi,M,,0.85,<=1000bps,1,504.92,1.0,0,1.0,0,0,,,146,0.38,1,True,specific_days,-0.0280,1,,-0.3487,,73.6,-0.023106,-0.325594,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
VYGR,21,50.44,0.935737,1.5199,50.58,0.932602,1.4955,early,micro,none,drug_developer,31.15,37.47010844444444444444444444,47.375,75.48,77.000,50.86842105263157894736842105,0.7983166311795088015178665542,0.959016,0.040984,v1.3.0,96f655ee,1,,1,1,selling,,0,no_upcoming,missing,adequate,headwind,deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_>2000bps,0.55,>2000bps,1,2020.0,1.0,0,1.0,0,0,C,low_opt+no_catalyst_data,78,0.06,,False,no_upcoming,-0.2480,1,,-0.303887,,,-0.023106,-0.280781,morningstar,,,9
AXSM,22,50.11,0.860502,1.0826,50.11,0.929467,1.4718,late,mid,none,commercial_biotech,63.64,38.85616400000000000000000000,73.49510503481019340470584600,30.23,71.49253731343283582089552239,37.59237343852728468113083498,0.9,,,v1.3.0,96f655ee,1,,7,7,buying,22,1,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,294.54,1.0,0,1.0,0,0,,,147,0.75,22,True,specific_days,0.1795,7,,-0.3753,,68.4,-0.023106,-0.352194,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
BEAM,23,49.72,0.960815,1.7602,49.75,0.926332,1.449,early,mid,none,drug_developer,54.46,54.512,61.71194032547307959087164492,55.48,67.36842105263157894736842105,67.42105263157894736842105263,0.8073711778602767465406682416,0.833333,0.166667,v1.3.0,96f655ee,1,,4,4,buying,21,1,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,434.63,1.0,0,1.0,0,0,C,low_opt,79,0.64,21,True,specific_days,0.0620,4,,-0.3508,,45.6,-0.023106,-0.327694,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
VNDA,24,49.64,0.898119,1.2709,49.64,0.920063,1.4055,late,small,none,commercial_biotech,83.80,45.35264400000000000000000000,38.05007261029309359994212726,85.82,74.92537313432835820895522388,55.96842105263157894736842105,0.8691271312910284463894967177,,,v1.3.0,96f655ee,1,,1,1,neutral,22,1,specific_days,near,adequate,tailwind,,L,momentum_tailwind,0.85,<=1000bps,1,882.2,1.0,0,1.0,0,0,,,148,0.64,22,True,specific_days,0.4860,1,,-0.090703,,,-0.023106,-0.067597,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
HRMY,25,49.62,0.888715,1.2197,49.66,0.923197,1.4269,late,mid,none,commercial_biotech,43.58,51.326,49.23906208316525231670797440,79.18,60.29850746268656716417910448,76.30769230769230769230769231,0.9,,,v1.3.0,96f655ee,1,,3,3,selling,3,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,606.78,1.0,0,1.0,0,0,,,149,0.38,3,True,specific_days,-0.0892,3,,-0.090965,,,-0.023106,-0.067859,morningstar,,,9
