ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
KRYS,"Krystal Biotech, Inc.",1,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.250708,,,0.47093,1,0.47093,243,1,specific_days,,tailwind,high_vol,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|high_risk,,,v1.3.0,34839213,1,,late|near_181_270|pos,0.1,,-0.244954,243,1,0.084774,2.906665,3,6,buying,-0.0731,,4.9128,3.519,1.81,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,243,,specific_days,0.38299,price_history,,3,0.8721,price_history,,-0.331369,,46.8976,-0.462867,0.131498,late,mid,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.464022,,89,0.1,0.250708,,,,
ACIU,AC Immune SA,2,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.930595,,,0.571705,1,0.571705,791,1,specific_days,,headwind,deep_drawdown,M,catalyst_far_lift|momentum_headwind,,,v1.3.0,34839213,1,,mid|far_271_540|pos,0.05133853608247423,,-0.777267,582,1,-0.408595,1.616517,0,1,buying,-1.196,,0.4667,0.0,0.0,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,791,,specific_days,-0.13899,price_history,,0,0.8253,price_history,,-0.506696,,41.0845,-0.462867,-0.043829,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.325544,,329,0.05133853608247423,0.930595,,,,
IOVA,"Iovance Biotherapeutics, Inc.",3,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.230878,,,0.304264,1,0.304264,90,1,specific_days,,neutral,deep_drawdown,M,sponsor_confirmed|runway_short,,,v1.3.0,34839213,1,,mid|near_31_90|pos,0.1,,0.56605,0,1,0.836447,4.872269,8,10,buying,1.7985,,16.9801,16.2001,5.05,28,fresh,0,0,0,0,True,False,True,near,1.0,short,,,1.0,0,0,1.0,0,1.0,0,90,,specific_days,0.037824,price_history,,8,1.2126,price_history,,-0.6834,,53.5564,-0.462867,-0.220533,mid,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,82,0.1,0.230878,,,,
RNA,"Avidity Biosciences, Inc.",4,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.992918,,,0.622093,1,0.622093,,0,no_upcoming,,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind|runway_short,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.203392,379,1,-0.803546,0.583731,8,9,buying,1.7985,,11.78,11.3133,2.36,28,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.066881,price_history,,8,1.2541,price_history,,-0.431989,,42.5031,-0.462867,0.030878,early,large,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.21469,,351,0.023322922839506172,0.992918,,,,
NRIX,"Nurix Therapeutics, Inc.",5,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.978754,,,0.629845,1,0.629845,,0,no_upcoming,,headwind,deep_drawdown,M,sponsor_confirmed|momentum_headwind,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.215497,463,1,-0.814765,0.554393,7,8,buying,1.4242,,9.5088,9.2288,2.39,39,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.13627,price_history,,7,1.0571,price_history,,-0.594865,,31.8901,-0.462867,-0.131998,early,small,SEV1,drug_developer,pit_bundle,,,,0,0.5,,,,,0.211541,,346,0.023322922839506172,0.978754,,,,
NUVL,"Nuvalent, Inc.",6,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.984419,,,0.715116,1,0.715116,,0,no_upcoming,,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|runway_short,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.223342,2160,1,-0.822037,0.535378,6,8,buying,1.0499,,11.0734,10.1401,8.51,28,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.251686,price_history,,6,0.9888,price_history,,-0.64824,,40.5018,-0.462867,-0.185373,early,mid,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.2095,,348,0.023322922839506172,0.984419,,,,
VERV,"Verve Therapeutics, Inc.",7,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.907932,,,0.901163,1,0.901163,,0,no_upcoming,,neutral,drawdown_data_missing,L,sponsor_confirmed,,,v1.3.0,34839213,1,,early|none|nonpos,0.06969944897959185,,-1.452062,,1,-1.034023,-0.018962,9,10,selling,2.1728,,8.9816,8.5149,3.55,39,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,no_price_series,9,,,no_price_series,,no_price_series,,,,early,,NONE,drug_developer,pit_bundle,,,drawdown,1,0.5,,,,,0.15,,321,0.06969944897959185,0.907932,,,,
KYMR,"Kymera Therapeutics, Inc.",8,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.967422,,,0.614341,1,0.614341,,0,no_upcoming,,neutral,deep_drawdown,M,sponsor_confirmed|runway_short,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.150133,262,1,-0.754183,0.712813,5,5,buying,0.6756,,7.4449,7.4449,2.86,28,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.00881,price_history,,5,1.199,price_history,,-0.458833,,39.3482,-0.462867,0.004034,early,mid,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.228545,,342,0.023322922839506172,0.967422,,,,
CCCC,"C4 Therapeutics, Inc.",9,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.947592,,,0.695736,1,0.695736,,0,no_upcoming,,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|runway_short,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.223342,1430,1,-0.822037,0.535378,6,8,buying,1.0499,,10.9486,10.3886,4.55,28,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.091827,price_history,,6,1.2744,price_history,,-0.516238,,40.8443,-0.462867,-0.053371,early,micro,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.2095,,335,0.023322922839506172,0.947592,,,,
IDYA,"IDEAYA Biosciences, Inc.",10,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.964589,,,0.71124,1,0.71124,,0,no_upcoming,,neutral,deep_drawdown,L,sponsor_confirmed,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.223342,1795,1,-0.822037,0.535378,5,8,buying,0.6756,,12.6899,11.667,4.32,46,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.039214,price_history,,5,1.1873,price_history,,-0.388109,,40.6493,-0.462867,0.074758,early,mid,NONE,drug_developer,pit_bundle,,,,0,0.5,,,,,0.2095,,341,0.023322922839506172,0.964589,,,,
NTLA,"Intellia Therapeutics, Inc.",11,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.981586,,,0.606589,1,0.606589,,0,no_upcoming,,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind|runway_short,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.022112,171,1,-0.635528,1.023094,4,7,selling,0.3012,,5.4568,4.3815,2.56,46,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.17178,price_history,,4,1.568,price_history,,-0.465041,,46.7869,-0.462867,-0.002174,early,small,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.261849,,347,0.023322922839506172,0.981586,,,,
ERAS,"Erasca, Inc.",12,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.956091,,,0.625969,1,0.625969,,0,no_upcoming,,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|runway_short,,,v1.3.0,34839213,1,,early|none|pos,0.023322922839506172,,-1.214378,451,1,-0.813728,0.557104,5,6,buying,0.6756,,7.623,7.1563,8.81,39,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.112246,price_history,,5,0.9727,price_history,,-0.513147,,43.3694,-0.462867,-0.05028,early,mid,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.211832,,338,0.023322922839506172,0.956091,,,,
