ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.75,0.998403,2.9483,56.75,0.998403,2.9483,late,small,none,commercial_pharma,96.55,41.25000000000000000000000000,55.5,80.92,77.000,71.32530120481927710843373494,0.9
ALKS,2,56.08,0.985623,2.1868,56.08,0.995208,2.5905,late,mid,none,commercial_pharma,41.85,41.25000000000000000000000000,68.0,78.29,77.000,71.11111111111111111111111111,0.9
TBPH,3,53.71,0.928115,1.4619,53.71,0.992013,2.4095,late,small,none,drug_developer,40.53,41.25000000000000000000000000,55.5,90.00,77.000,64.81927710843373493975903614,0.9
TARS,4,53.54,0.956869,1.7155,53.54,0.988818,2.2841,late,mid,none,commercial_biotech,44.93,41.25000000000000000000000000,83.0,38.79,71.35593220338983050847457627,66.66666666666666666666666666,0.9
BMRN,5,52.87,0.944089,1.5901,52.87,0.985623,2.1868,late,large,none,commercial_biotech,44.22,41.25000000000000000000000000,57.5,79.74,67.45762711864406779661016949,70.76923076923076923076923077,0.9
ACAD,6,52.72,0.91853,1.3953,52.72,0.982428,2.1067,late,mid,none,commercial_biotech,33.82,45.56250000000000000000000000,71.0,54.61,64.74576271186440677966101695,67.77777777777777777777777778,0.8881759336099585062240663900
AMGN,7,52.58,0.963259,1.7898,52.58,0.979233,2.0382,late,large,none,commercial_pharma,54.44,41.25000000000000000000000000,52.5,42.83,73.55932203389830508474576271,77.000,0.9
VYGR,8,52.28,0.960064,1.7514,52.28,0.972843,1.9243,early,micro,none,drug_developer,38.56,41.25000000000000000000000000,49.5,70.69,75.71428571428571428571428572,56.45000000000000000000000000,0.7984655554383373773604810634
BIIB,9,52.11,0.950479,1.6495,52.11,0.969649,1.8757,late,large,none,commercial_pharma,50.54,41.25000000000000000000000000,68.5,63.81,70.33898305084745762711864407,75.38461538461538461538461539,0.9
SUPN,10,52.09,0.902556,1.2963,52.09,0.966454,1.8311,late,mid,none,commercial_pharma,39.56,41.25000000000000000000000000,55.0,13.82,73.22033898305084745762711864,66.66666666666666666666666667,0.9
IRON,11,52.04,0.896166,1.26,52.04,0.963259,1.7898,mid,mid,none,drug_developer,65.80,41.25000000000000000000000000,80.0,14.71,59.04761904761904761904761905,65.00000000000000000000000000,0.8504276792684286829485892718
