Rank,Ticker,Composite_Score,Clinical_Score,Financial_Score,Momentum_Score,Momentum_Pct,Momentum_Bucket,Stage_Bucket,Cash,Runway_Months
45,AVIR,24.00,20.0,20,40,-20.1,NEGATIVE,late,684480000,195.20783325807446
46,AXSM,24.00,10.0,30,40,-9.3,NEGATIVE,commercial,200842000,60.812071053693984
47,CDNA,24.00,10.0,30,40,-44.2,NEGATIVE,commercial,370000000,225.9771986970684
48,CRL,24.00,10.0,30,40,-8.8,NEGATIVE,commercial,245070000,0
49,ESPR,24.00,10.0,30,40,-44.3,NEGATIVE,commercial,382310000,80.86795579136627
50,EYPT,24.00,10.0,30,40,-26.4,NEGATIVE,commercial,131062000,38.94665940270418
51,GMAB,24.00,10.0,30,40,-20.6,NEGATIVE,commercial,0,0
52,GRFS,24.00,10.0,30,40,-10.4,NEGATIVE,commercial,0,0
53,ILMN,24.00,20.0,20,40,-29.9,NEGATIVE,late,769000000,4.665318503538928
54,INDV,24.00,10.0,30,40,-14.9,NEGATIVE,commercial,0,0
55,MYGN,24.00,10.0,30,40,-35.7,NEGATIVE,commercial,162200000,94.94634146341463
56,NVCR,24.00,10.0,30,40,-65.0,NEGATIVE,commercial,115326000,297.80761781794706
57,OCUL,24.00,10.0,30,40,-47.2,NEGATIVE,commercial,134539000,128.72492425450486
58,PACB,24.00,10.0,30,40,-42.7,NEGATIVE,commercial,310445000,24.36566749295259
59,PCRX,24.00,10.0,30,40,-22.8,NEGATIVE,commercial,104139000,4.010912580600641
60,PHAT,24.00,10.0,30,40,-29.2,NEGATIVE,commercial,155385000,45.85319070453707
61,PRTA,24.00,20.0,20,40,-37.6,NEGATIVE,late,508795000,168.24304216037476
62,RARE,24.00,10.0,30,40,-24.3,NEGATIVE,commercial,159868000,6.178831623089261
63,RCUS,24.00,20.0,20,40,-25.8,NEGATIVE,late,828231000,146.15841176470587
64,ROIV,24.00,30.0,10,40,-14.6,NEGATIVE,mid,1676813000,60.64258654828531
65,RPRX,24.00,30.0,10,40,-8.6,NEGATIVE,mid,1710751000,0
66,RVMD,24.00,30.0,20,20,12.4,POSITIVE,mid,589312000,122.67323538085242
67,SUPN,24.00,10.0,30,40,-15.6,NEGATIVE,commercial,229366000,0
68,XENE,24.00,20.0,20,40,-10.2,NEGATIVE,late,592087000,361.21220132180986
69,ZLAB,24.00,20.0,20,40,-8.8,NEGATIVE,late,680820000,99.1557637692065
70,DNA,24.50,31.25,10,40,-23.9,NEGATIVE,preclinical,1550004000,14.769796637894753
71,MRNA,25.00,32.5,10,40,-19.8,NEGATIVE,early,2873000000,74.58011370027776
72,ABVX,26.00,20.0,30,30,0.0,NEUTRAL,late,0,0
73,ALVO,26.00,20.0,30,30,-2.7,NEUTRAL,late,0,0
74,AMRX,26.00,20.0,40,10,20.8,STRONG_POSITIVE,late,91979000,4.398366175855267
75,ANRO,26.00,20.0,30,30,0.0,NEUTRAL,commercial,0,0
76,ARGX,26.00,20.0,30,30,1.9,NEUTRAL,late,0,0
77,BBOT,26.00,20.0,30,30,0.0,NEUTRAL,late,0,0
78,BEAM,26.00,35.0,10,40,-27.8,NEGATIVE,early,1110990000,192.61825642211113
79,BHVN,26.00,20.0,30,30,2.8,NEUTRAL,late,283673000,11.334867257815855
80,CRNX,26.00,20.0,40,10,45.8,STRONG_POSITIVE,late,62293000,9.707747850705177
81,KNSA,26.00,25.0,30,20,6.9,POSITIVE,late,122715000,58.41253470844903
82,MEDP,26.00,10.0,40,30,-3.3,NEUTRAL,commercial,28265000,0
83,PCVX,26.00,30.0,20,30,-3.5,NEUTRAL,mid,834657000,256.90976247883856
84,PHVS,26.00,30.0,30,10,23.1,STRONG_POSITIVE,mid,0,0
85,SLN,26.00,30.0,30,10,32.2,STRONG_POSITIVE,mid,0,0
86,URGN,26.00,20.0,40,10,39.4,STRONG_POSITIVE,late,55408000,12.070802243886497
87,NUVL,27.00,32.5,30,10,34.4,STRONG_POSITIVE,early,472163000,322.86489258647214
88,ACRS,28.00,10.0,40,40,-51.1,NEGATIVE,commercial,45277000,28.917132364681464
89,ADCT,28.00,20.0,30,40,-49.0,NEGATIVE,late,0,0
90,ANNX,28.00,20.0,30,40,-56.0,NEGATIVE,late,140020000,47.500636078364856
91,ARDX,28.00,10.0,40,40,-5.9,NEGATIVE,commercial,96140000,20.972568125215876
92,ARWR,28.00,20.0,30,40,-23.3,NEGATIVE,late,232028000,44.28578699580099
93,AUPH,28.00,20.0,30,40,-33.2,NEGATIVE,late,151408000,24.83964727595871
94,AVXL,28.00,20.0,30,40,-27.7,NEGATIVE,late,149157861,53.132269313154225
95,BCRX,28.00,20.0,30,40,-17.4,NEGATIVE,late,304767000,49.29112081513828
96,CGON,28.00,25.0,30,30,0.0,NEUTRAL,late,0,0
97,CLDX,28.00,20.0,30,40,-29.2,NEGATIVE,late,304952000,0
98,CMPS,28.00,20.0,30,40,-34.4,NEGATIVE,late,207177000,117.43063624769732
99,CNTA,28.00,20.0,30,40,-24.2,NEGATIVE,late,393644000,39.6422259334167
100,COLL,28.00,25.0,30,30,1.9,NEUTRAL,commercial,122722000,112.68375545183258
101,CSTL,28.00,20.0,30,40,-25.0,NEGATIVE,late,122948000,59.918612679202376
102,CVAC,28.00,20.0,30,40,-40.2,NEGATIVE,late,0,0
103,FOLD,28.00,20.0,30,40,-21.8,NEGATIVE,late,380421000,30.966930543967116
104,GH,28.00,30.0,20,40,-28.6,NEGATIVE,mid,655715000,22.312085294618043
105,GLPG,28.00,20.0,30,40,-17.2,NEGATIVE,late,0,0
106,IDYA,28.00,30.0,30,20,10.5,POSITIVE,mid,345303000,114.8808117774266
107,IMCR,28.00,20.0,30,40,-21.0,NEGATIVE,late,0,0
108,INVA,28.00,30.0,30,20,6.7,POSITIVE,unknown,291049000,327.4198931283397
109,IOVA,28.00,20.0,30,40,-54.7,NEGATIVE,late,401187000,25.21127380129454
110,KMDA,28.00,20.0,30,40,-5.9,NEGATIVE,late,0,0
111,LGND,28.00,10.0,40,40,-20.0,NEGATIVE,commercial,45006000,35.10380240493988
112,MDGL,28.00,20.0,30,40,-37.1,NEGATIVE,late,374449000,78.12142285893111
113,MESO,28.00,20.0,30,40,-74.3,NEGATIVE,late,0,0
114,MNKD,28.00,10.0,40,40,-8.3,NEGATIVE,commercial,70282000,32.440341564735746
115,MRSN,28.00,20.0,30,40,-56.8,NEGATIVE,late,266090000,67.56697278767615
116,MRVI,28.00,30.0,20,40,-37.9,NEGATIVE,unknown,632138000,0
117,NUVB,28.00,30.0,20,40,-31.2,NEGATIVE,mid,661014000,372.524679472127
118,OLMA,28.00,35.0,30,10,50.2,STRONG_POSITIVE,early,204421000,43.892284569138276
119,OMER,28.00,10.0,40,40,-55.8,NEGATIVE,commercial,11009000,4.001938747690164
120,PTCT,28.00,20.0,30,40,-47.3,NEGATIVE,late,410705000,17.676578925659854
121,PTGX,28.00,20.0,30,40,-26.9,NEGATIVE,late,231848000,44.89770361644101
122,QURE,28.00,30.0,20,40,-38.6,NEGATIVE,mid,500524000,257.12950040669546
123,RGNX,28.00,20.0,30,40,-13.5,NEGATIVE,late,389064000,32.22017639508081
124,RIGL,28.00,20.0,30,40,-29.3,NEGATIVE,late,236434000,69.30669076874221
125,RXRX,28.00,30.0,20,40,-52.4,NEGATIVE,mid,549912000,54.29486831387456
126,TBPH,28.00,10.0,40,40,-5.8,NEGATIVE,commercial,87292000,30.685297477810003
127,TGTX,28.00,20.0,30,40,-68.9,NEGATIVE,late,147073000,42.49743552698115
128,TKNO,28.00,10.0,40,40,-44.2,NEGATIVE,commercial,44047000,45.17641025641026
129,TNGX,28.00,35.0,30,10,116.6,STRONG_POSITIVE,early,366133000,174.29371628054585
130,TSHA,28.00,25.0,40,10,224.7,STRONG_POSITIVE,late,66239000,9.41686313070881
131,TVTX,28.00,20.0,30,40,-55.3,NEGATIVE,late,262924000,22.06308958553317
132,TXG,28.00,30.0,20,40,-34.7,NEGATIVE,unknown,663603000,187.75460354136703
133,VCEL,28.00,10.0,40,40,-18.6,NEGATIVE,commercial,56054000,94.8593992384713
134,VNDA,28.00,10.0,40,40,-29.9,NEGATIVE,commercial,58226000,108.66438569206844
135,XNCR,28.00,30.0,20,40,-23.2,NEGATIVE,mid,533412000,616.6612716763005
136,ZBIO,28.00,25.0,30,30,0.0,NEUTRAL,late,0,0
137,BRKR,28.50,31.25,20,40,-15.6,NEGATIVE,preclinical,803400000,22.208707671043538
138,AVBP,29.00,27.5,30,30,0.0,NEUTRAL,late,0,0
139,OPCH,29.00,27.5,30,30,-3.2,NEUTRAL,late,294186000,11.517322153891328
140,AARD,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
141,ABCL,30.00,25.0,30,40,-43.6,NEGATIVE,late,386535000,31.782190429205727
142,ACLX,30.00,30.0,30,30,-3.0,NEUTRAL,mid,355196000,163.67850696977843
143,ALMS,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
144,APGE,30.00,30.0,30,30,-3.9,NEUTRAL,mid,151890000,423.3867595818815
145,AVTR,30.00,30.0,30,30,1.7,NEUTRAL,unknown,372900000,0
146,BBIO,30.00,35.0,20,40,-18.6,NEGATIVE,early,521678000,90726.60869565218
147,BIOA,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
148,CAI,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
149,COGT,30.00,25.0,30,40,-23.7,NEGATIVE,late,152577000,59.76770908141281
150,CYTK,30.00,20.0,40,30,1.2,NEUTRAL,late,65582000,8.798524232768742
151,EOLS,30.00,25.0,40,20,11.2,POSITIVE,late,53922000,36.972972972972975
152,EPRX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
153,ETON,30.00,30.0,40,10,31.1,STRONG_POSITIVE,unknown,16305000,28.405923344947734
154,FTRE,30.00,25.0,30,40,-11.0,NEGATIVE,late,112000000,0
155,HRMY,30.00,25.0,30,40,-42.1,NEGATIVE,late,243784000,29.8413579239432
156,INBX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
157,IRON,30.00,30.0,30,30,1.9,NEUTRAL,mid,194611000,237.01735512026792
158,IVVD,30.00,25.0,40,20,18.7,POSITIVE,late,92076000,10.976019708739793
159,KOD,30.00,25.0,30,40,-73.7,NEGATIVE,late,461192000,57.824279848290125
160,KRYS,30.00,25.0,30,40,-11.0,NEGATIVE,late,169991000,40.82641849294506
161,LYEL,30.00,35.0,20,40,-45.3,NEGATIVE,early,722337000,82.97399178688008
162,MCRB,30.00,25.0,30,40,-68.4,NEGATIVE,late,163030000,34.55001412828483
163,MENS,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
164,MIRM,30.00,20.0,40,30,3.6,NEUTRAL,late,28003000,9.179806589083757
165,NAMS,30.00,25.0,30,40,-38.5,NEGATIVE,late,0,0
166,NTLA,30.00,35.0,20,40,-32.4,NEGATIVE,early,816897000,66.7435862519745
167,RAPP,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
168,SEPN,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
169,SION,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
170,SMMT,30.00,25.0,30,40,-21.9,NEGATIVE,late,348607000,109.6018654370153
171,STVN,30.00,30.0,30,30,4.3,NEUTRAL,unknown,0,0
172,SVRA,30.00,20.0,40,30,4.1,NEUTRAL,late,52100000,75.32530120481928
173,TARS,30.00,25.0,30,40,-31.0,NEGATIVE,late,217026000,128.6842573376816
174,TECX,30.00,30.0,30,30,4.0,NEUTRAL,unknown,132409000,27.448442655518512
175,VERA,30.00,25.0,30,40,-37.4,NEGATIVE,late,114653000,80.52888498683056
176,VOR,30.00,25.0,30,40,-17.2,NEGATIVE,late,235491000,124.28605356907244
177,WVE,30.00,30.0,40,10,33.7,STRONG_POSITIVE,mid,88497000,28.0838842756651
178,BCAX,31.00,32.5,30,30,0.0,NEUTRAL,early,0,0
179,CABA,31.00,32.5,40,10,22.7,STRONG_POSITIVE,early,81607000,75.6437509655492
180,GRAL,31.00,32.5,30,30,0.0,NEUTRAL,preclinical,0,0
181,KYTX,31.00,32.5,30,30,0.0,NEUTRAL,early,0,0
182,MAZE,31.00,32.5,30,30,0.0,NEUTRAL,early,0,0
183,MBX,31.00,32.5,30,30,0.0,NEUTRAL,early,0,0
184,NMRA,31.00,27.5,30,40,-41.7,NEGATIVE,late,0,0
185,UPB,31.00,32.5,30,30,0.0,NEUTRAL,early,0,0
186,ACIU,32.00,30.0,30,40,-8.9,NEGATIVE,mid,0,0
187,ADMA,32.00,20.0,40,40,-10.6,NEGATIVE,commercial,86521542,41.51729210543711
188,AKRO,32.00,30.0,30,40,-67.3,NEGATIVE,mid,0,0
189,AQST,32.00,25.0,40,30,-4.3,NEUTRAL,late,27273000,24.756127080181543
190,ARCT,32.00,30.0,30,40,-37.5,NEGATIVE,mid,283491000,66.48345678047255
191,ARQT,32.00,20.0,40,40,-64.7,NEGATIVE,late,53641000,10.007026926186184
192,ATAI,32.00,30.0,30,40,-42.1,NEGATIVE,unknown,190613000,31.125995073958663
193,CADL,32.00,20.0,40,40,-25.0,NEGATIVE,late,70058000,167.3693012144137
194,CTKB,32.00,30.0,30,40,-44.2,NEGATIVE,unknown,296601000,1244.4797202797204
195,CTMX,32.00,30.0,30,40,-33.2,NEGATIVE,mid,402092000,150.87408148588224
196,CTNM,32.00,35.0,30,30,0.0,NEUTRAL,early,0,0
197,ENTA,32.00,30.0,30,40,-49.0,NEGATIVE,mid,167473000,66.73338867673917
198,FDMT,32.00,30.0,30,40,-43.7,NEGATIVE,mid,213554000,97.2985040625712
199,FULC,32.00,25.0,40,30,-1.8,NEUTRAL,late,40153000,18.583616167849428
200,GHRS,32.00,30.0,30,40,-38.6,NEGATIVE,mid,0,0
201,GOSS,32.00,30.0,30,40,-57.8,NEGATIVE,mid,255678000,53.09571688154365
202,GPCR,32.00,35.0,40,10,84.5,STRONG_POSITIVE,early,26091000,23.93486736488036
203,IBRX,32.00,20.0,40,40,-56.9,NEGATIVE,late,64443000,3.917229781069225
204,KALV,32.00,20.0,40,40,-5.3,NEGATIVE,late,56238000,29.288082631715994
205,KROS,32.00,30.0,30,40,-33.1,NEGATIVE,unknown,215621000,106.98139419498884
206,KURA,32.00,30.0,30,40,-17.2,NEGATIVE,mid,172384000,63.741657165747384
207,LEGN,32.00,30.0,30,40,-5.1,NEGATIVE,mid,0,0
208,LXEO,32.00,35.0,30,30,0.0,NEUTRAL,early,0,0
209,MGTX,32.00,30.0,30,40,-32.6,NEGATIVE,mid,115516000,44.65105492027702
210,NBP,32.00,30.0,30,40,-52.7,NEGATIVE,unknown,465987000,15.382239509691193
211,PBYI,32.00,20.0,40,40,-31.2,NEGATIVE,late,81074000,7.546388873806439
212,PEPG,32.00,30.0,30,40,-26.4,NEGATIVE,unknown,218817000,143.91121341663927
213,PRAX,32.00,30.0,40,20,18.3,POSITIVE,mid,56039000,9.786050031287745
214,PRME,32.00,20.0,40,40,-52.6,NEGATIVE,late,92239000,46.42902684563758
215,PRVA,32.00,30.0,30,40,-20.0,NEGATIVE,unknown,347992000,149.2193675183134
216,QTRX,32.00,30.0,30,40,-9.8,NEGATIVE,unknown,338740000,94.41133433979793
217,RAPT,32.00,30.0,30,40,-41.6,NEGATIVE,mid,249068000,146.0238420949775
218,RCKT,32.00,30.0,30,40,-10.0,NEGATIVE,mid,140517000,39.23046856823787
219,REPL,32.00,30.0,30,40,-28.3,NEGATIVE,mid,146590000,41.63207346223937
220,RNA,32.00,30.0,30,40,-42.7,NEGATIVE,mid,425491000,149.14245655031402
221,SPRY,32.00,30.0,30,40,-46.3,NEGATIVE,mid,210518000,184.8
222,TECH,32.00,30.0,30,40,-18.0,NEGATIVE,unknown,296835000,9.005142155053418
223,TERN,32.00,30.0,30,40,-33.7,NEGATIVE,mid,283114000,246.6686996297103
224,TRVI,32.00,30.0,30,40,-8.1,NEGATIVE,mid,120510000,94.01989467524868
225,VTYX,32.00,30.0,30,40,-48.1,NEGATIVE,mid,317941000,89.24659649122808
226,XERS,32.00,20.0,40,40,-38.8,NEGATIVE,late,95340000,33.93486385477843
227,ZYME,32.00,30.0,30,40,-18.4,NEGATIVE,mid,400912000,66.24363511187607
228,BCYC,33.00,32.5,30,40,-21.5,NEGATIVE,early,339154000,147.6508489333914
229,DSGN,33.00,32.5,30,40,-69.3,NEGATIVE,early,330387000,140.27186527030852
230,GLUE,33.00,32.5,30,40,-31.1,NEGATIVE,early,103664000,51.979274611398964
231,IMMP,33.00,32.5,30,40,-18.2,NEGATIVE,early,0,0
232,IMRX,33.00,32.5,30,40,-39.8,NEGATIVE,early,146948089,136.73433075064355
233,SANA,33.00,32.5,30,40,-45.3,NEGATIVE,early,423963000,161.7767743576698
234,TWST,33.00,32.5,30,40,-29.7,NEGATIVE,early,378687000,27.252164943507566
235,TYRA,33.00,32.5,30,40,-11.5,NEGATIVE,early,275107000,222.6685552407932
236,VCYT,33.00,32.5,30,40,-28.9,NEGATIVE,preclinical,154247000,77.1460009169341
237,AMLX,34.00,25.0,40,40,-24.0,NEGATIVE,late,62526000,15.681156997157668
238,ANAB,34.00,30.0,40,30,0.4,NEUTRAL,mid,71308000,23.602151427389323
239,CCCC,34.00,35.0,30,40,-42.2,NEGATIVE,early,290451000,110.22808349146109
240,CGEM,34.00,35.0,30,40,-22.3,NEGATIVE,early,156152000,26.859854077376262
241,CLLS,34.00,35.0,30,40,-37.8,NEGATIVE,early,0,0
242,CRMD,34.00,25.0,40,40,-13.7,NEGATIVE,late,43148323,35.369814112721784
243,CRVS,34.00,25.0,40,40,-46.8,NEGATIVE,late,13159000,19.031939255152466
244,DAWN,34.00,25.0,40,40,-6.3,NEGATIVE,late,85262000,25.25844915693584
245,DYN,34.00,35.0,30,40,-26.4,NEGATIVE,early,172147000,58.054801450130675
246,EDIT,34.00,35.0,30,40,-17.9,NEGATIVE,early,344274000,81.78339107195882
247,ERAS,34.00,35.0,30,40,-9.7,NEGATIVE,early,449410000,147.92144385320094
248,HROW,34.00,25.0,40,40,-16.9,NEGATIVE,commercial,57656000,79.73631439437594
249,LENZ,34.00,25.0,40,40,-13.7,NEGATIVE,late,75171000,34.91588929746468
250,LQDA,34.00,25.0,40,40,-20.3,NEGATIVE,late,93283000,70.21238160948378
251,MLYS,34.00,25.0,40,40,-39.6,NEGATIVE,late,87701000,139.042409829568
252,MNMD,34.00,35.0,30,40,-34.0,NEGATIVE,preclinical,142142000,48.172842295526436
253,NGNE,34.00,25.0,40,40,-21.9,NEGATIVE,late,93940000,73.43365253077975
254,NRIX,34.00,35.0,30,40,-35.4,NEGATIVE,early,292223000,82.446006630146
255,ORIC,34.00,35.0,30,40,-32.4,NEGATIVE,early,264234000,72.98273719099572
256,ORKA,34.00,30.0,40,30,0.0,NEUTRAL,unknown,42445000,155.66625916870416
257,RLAY,34.00,35.0,30,40,-40.0,NEGATIVE,early,107736000,20.836669567740064
258,SLDB,34.00,35.0,30,40,-55.2,NEGATIVE,early,155234000,27.833430454076833
259,VYGR,34.00,35.0,30,40,-22.2,NEGATIVE,early,118848000,66.896946385853
260,ABSI,36.00,30.0,40,40,-35.6,NEGATIVE,unknown,59955000,24.393435953075205
261,ABUS,36.00,30.0,40,40,-17.3,NEGATIVE,mid,30776000,23.426070409134155
262,ADPT,36.00,30.0,40,40,-41.9,NEGATIVE,mid,90030000,9.412277186318413
263,ATXS,36.00,30.0,40,40,-27.7,NEGATIVE,mid,44757000,35.04855129209084
264,AURA,36.00,30.0,40,40,-30.3,NEGATIVE,mid,53849000,50.3457732761979
265,EWTX,36.00,30.0,40,40,-7.7,NEGATIVE,mid,21993000,18.002455661664392
266,KYMR,36.00,30.0,40,40,-44.1,NEGATIVE,mid,76914000,11.995788981167387
267,LFCR,36.00,30.0,40,40,-30.0,NEGATIVE,unknown,2704000,3.4123461983384162
268,LRMR,36.00,30.0,40,40,-9.0,NEGATIVE,mid,26825000,35.99463267359947
269,OBIO,36.00,30.0,40,40,-25.5,NEGATIVE,unknown,83699000,175.31646011520337
270,PAHC,36.00,30.0,40,40,-18.2,NEGATIVE,unknown,74248000,0
271,SGMT,36.00,30.0,40,40,-65.3,NEGATIVE,mid,32345000,44.4350314825415
272,SNDX,36.00,30.0,40,40,-44.4,NEGATIVE,mid,74356000,24.005811294358203
273,STOK,36.00,30.0,40,40,-60.7,NEGATIVE,mid,67754000,32.9850298186539
274,SYRE,36.00,30.0,40,40,-13.5,NEGATIVE,unknown,86915000,42.68210836470781
275,ZVRA,36.00,30.0,40,40,-8.8,NEGATIVE,mid,65466000,421.45493562231763
276,FLGT,36.50,31.25,40,40,-36.5,NEGATIVE,preclinical,99500000,12.826021570059725
277,PSNL,36.50,31.25,40,40,-51.6,NEGATIVE,preclinical,86731000,18.666881894000536
278,TRDA,36.50,31.25,40,40,-21.0,NEGATIVE,preclinical,45157000,25.00502976327811
279,BDTX,37.00,32.5,40,40,-53.7,NEGATIVE,early,55877000,26.28784255302466
280,ELVN,37.00,32.5,40,40,-34.1,NEGATIVE,early,92456000,127.98154343061483
281,JANX,37.00,32.5,40,40,-27.9,NEGATIVE,early,51426000,20.368077100798732
282,CATX,38.00,35.0,40,40,-55.7,NEGATIVE,early,55890000,497.90645879732745
283,FHTX,38.00,35.0,40,40,-56.3,NEGATIVE,early,61206000,27.289589061455004
284,PGEN,38.00,35.0,40,40,-8.4,NEGATIVE,early,4858000,1.5804370221764357
