ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.79,0.998413,2.9503,56.79,0.998413,2.9503,late,small,none,commercial_pharma,77.16,41.25000000000000000000000000,55.5,80.92,77.000,71.42857142857142857142857143,0.9
ALKS,2,56.14,0.992063,2.4118,56.14,0.995238,2.5927,late,mid,none,commercial_pharma,54.54,41.25000000000000000000000000,68.0,78.29,77.000,71.27272727272727272727272727,0.9
TBPH,3,53.78,0.944444,1.5932,53.78,0.992063,2.4118,late,small,none,drug_developer,55.85,41.25000000000000000000000000,55.5,90.00,77.000,65.00000000000000000000000000,0.9
TARS,4,53.12,0.960317,1.7544,53.12,0.988889,2.2865,late,mid,none,commercial_biotech,87.83,41.25000000000000000000000000,83.0,38.79,72.08791208791208791208791209,64.72727272727272727272727273,0.9
BMRN,5,53.01,0.950794,1.6526,53.01,0.985714,2.1893,late,large,none,commercial_biotech,33.08,41.25000000000000000000000000,57.5,79.74,67.80219780219780219780219780,71.11111111111111111111111111,0.9
IRON,6,52.65,0.928571,1.4652,52.65,0.98254,2.1093,mid,mid,none,drug_developer,77.34,41.25000000000000000000000000,80.0,10.58,60.64516129032258064516129032,62.58064516129032258064516129,0.8504276792684286829485892718
AMGN,7,52.46,0.973016,1.9271,52.46,0.979365,2.0408,late,large,none,commercial_pharma,39.80,41.25000000000000000000000000,52.5,42.83,73.24175824175824175824175824,77.000,0.9
INCY,8,52.35,0.919048,1.3987,52.35,0.97619,1.9808,late,large,none,commercial_biotech,58.65,41.25000000000000000000000000,60.5,33.33,63.18681318681318681318681319,73.33333333333333333333333333,0.9
ACAD,9,52.23,0.915873,1.3778,52.23,0.973016,1.9271,late,mid,none,commercial_biotech,50.31,45.56250000000000000000000000,71.0,54.61,64.83516483516483516483516484,68.00000000000000000000000000,0.8882094786729857819905213270
BIIB,10,52.23,0.957143,1.7185,52.23,0.969841,1.8785,late,large,none,commercial_pharma,31.51,41.25000000000000000000000000,68.5,63.81,70.76923076923076923076923077,75.55555555555555555555555555,0.9
SUPN,11,52.18,0.922222,1.4202,52.18,0.966667,1.8339,late,mid,none,commercial_pharma,58.76,41.25000000000000000000000000,55.0,13.82,73.24175824175824175824175824,66.90909090909090909090909091,0.9
VYGR,12,51.90,0.966667,1.8339,51.90,0.960317,1.7544,early,micro,none,drug_developer,47.11,41.25000000000000000000000000,49.5,75.00,77.000,53.97058823529411764705882353,0.7984789029535864978902953586
CAI,13,51.76,0.909524,1.3378,51.76,0.957143,1.7185,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,13.82,70.27472527472527472527472527,58.18181818181818181818181818,0.9
NVAX,14,51.51,0.995238,2.5927,51.51,0.953968,1.6846,late,small,none,commercial_biotech,24.61,41.25000000000000000000000000,54.5,90.00,77.000,74.28571428571428571428571429,0.8966442690128962275521272749
VNDA,15,50.56,0.912698,1.3576,50.56,0.950794,1.6526,late,small,none,commercial_biotech,46.15,41.25000000000000000000000000,52.5,90.00,75.71428571428571428571428572,62.14285714285714285714285714,0.8782537849566055930568948891
XNCR,16,50.32,0.97619,1.9808,50.32,0.947619,1.6222,mid,small,none,drug_developer,74.97,41.25000000000000000000000000,71.5,75.96,67.41935483870967741935483871,76.47058823529411764705882353,0.8205891505281690140845070423
VRTX,17,49.92,0.81746,0.9057,49.92,0.944444,1.5932,late,large,none,commercial_biotech,46.02,45.56250000000000000000000000,63.0,26.01,77.000,47.79301935680536503581771072,0.9
DSGN,18,49.91,0.98254,2.1093,49.91,0.94127,1.5655,early,small,none,drug_developer,71.90,41.25000000000000000000000000,72.0,50,77.000,59.42857142857142857142857143,0.7157717773639561349058555762
JAZZ,19,49.89,0.925397,1.4423,49.89,0.938095,1.539,late,large,none,commercial_biotech,55.15,41.25000000000000000000000000,74.0,70.06,67.14285714285714285714285714,68.88888888888888888888888889,0.9
PCVX,20,49.78,0.988889,2.2865,49.78,0.934921,1.5135,mid,mid,none,drug_developer,48.05,41.25000000000000000000000000,85,10.00,66.45161290322580645161290323,71.29032258064516129032258064,0.7891412213740458015267175573
HRTX,21,49.75,0.985714,2.1893,49.75,0.931746,1.4889,late,micro,none,drug_developer,17.22,41.25000000000000000000000000,58.0,90.00,76.04395604395604395604395605,68.95604395604395604395604395,0.8774101644245142002989536622
RYTM,22,49.26,0.855556,1.0606,49.26,0.928571,1.4652,late,mid,none,commercial_biotech,76.09,41.25000000000000000000000000,77.0,37.92,76.70329670329670329670329671,51.63636363636363636363636364,0.9
INDV,23,49.09,0.865079,1.1034,49.09,0.925397,1.4423,late,mid,none,commercial_pharma,40.88,41.25000000000000000000000000,52.5,58.55,77.000,57.09090909090909090909090909,0.8935793314972458688032048072
IONS,24,49.01,0.906349,1.3186,49.01,0.922222,1.4202,late,large,none,commercial_biotech,34.85,41.25000000000000000000000000,,24.83,60.54945054945054945054945055,77.000,0.8995732774559349192653765561
UTHR,25,48.94,0.830159,0.9548,48.94,0.919048,1.3987,late,large,none,commercial_pharma,56.67,41.25000000000000000000000000,77.0,73.03,63.84615384615384615384615385,66.66666666666666666666666667,0.9
NBIX,26,48.85,0.788889,0.8026,48.85,0.915873,1.3778,late,large,none,commercial_pharma,48.02,45.56250000000000000000000000,83.0,41.45,72.41758241758241758241758242,43.47050754458161865569272976,0.9
REGN,27,48.34,0.807937,0.8703,48.34,0.912698,1.3576,late,large,none,commercial_biotech,26.20,45.56250000000000000000000000,66.0,55.43,69.12087912087912087912087912,60.00000000000000000000000000,0.9
NAMS,28,48.29,0.839683,0.9932,48.29,0.909524,1.3378,late,mid,none,drug_developer,58.43,41.25000000000000000000000000,77.5,39.61,59.56043956043956043956043956,63.63636363636363636363636364,0.8732400836042731072921504877
CTNM,29,48.17,0.979365,2.0408,48.17,0.906349,1.3186,mid,small,none,drug_developer,37.95,41.25000000000000000000000000,80.0,49.04,77.000,62.35294117647058823529411765,0.7740679461725126847562320759
HRMY,30,47.92,0.836508,0.9802,47.92,0.903175,1.2999,late,mid,none,commercial_biotech,49.84,41.25000000000000000000000000,54.5,90.00,57.74725274725274725274725275,75.63636363636363636363636364,0.9
ESPR,31,47.77,0.934921,1.5135,47.77,0.9,1.2816,late,small,none,commercial_pharma,73.64,41.25000000000000000000000000,55.5,54.67,77.000,75.00000000000000000000000000,0.8257040369649805447470817121
NKTX,32,47.41,0.880952,1.1798,47.41,0.896825,1.2637,early,micro,none,drug_developer,50,41.25000000000000000000000000,66.5,68.33,63.23529411764705882352941176,65.00000000000000000000000000,0.7570535721790292078167682286
KYMR,33,47.31,0.85873,1.0746,47.31,0.893651,1.2462,mid,mid,none,drug_developer,57.31,41.25000000000000000000000000,71.0,10.00,71.77419354838709677419354839,48.07607815932477743091686900,0.8107465814839722035418067698
AXSM,34,47.25,0.804762,0.8588,47.25,0.890476,1.2291,late,mid,none,commercial_biotech,57.19,45.56250000000000000000000000,71.0,10.00,71.75824175824175824175824176,44.63728191000918273645546372,0.8894961788714066012066721874
TRVI,35,47.22,0.811111,0.882,47.22,0.887302,1.2123,mid,small,none,drug_developer,49.98,41.25000000000000000000000000,71.5,39.42,77.000,36.49750096116878123798539023,0.8352980013178124313639358665
AMPH,36,47.16,0.77619,0.7594,47.16,0.884127,1.1959,late,small,none,commercial_pharma,47.06,41.25000000000000000000000000,,76.97,68.29670329670329670329670329,55.71428571428571428571428571,0.9
EWTX,37,47.06,0.893651,1.2462,47.06,0.880952,1.1798,mid,mid,none,drug_developer,90.12,41.25000000000000000000000000,77.0,20.19,71.77419354838709677419354839,53.87096774193548387096774194,0.8073120869272992046600201635
NRIX,38,46.74,0.801587,0.8473,46.74,0.877778,1.1639,early,small,none,drug_developer,51.27,41.25000000000000000000000000,51.0,28.33,71.17647058823529411764705883,41.65532879818594104308390023,0.8179079572192513368983957219
AARD,39,46.53,0.963492,1.7927,46.53,0.874603,1.1484,mid,micro,none,drug_developer,50,41.25000000000000000000000000,,52.88,75.16129032258064516129032258,67.41935483870967741935483871,0.7770741980775461712927961983
SIGA,40,46.39,0.757143,0.6971,46.39,0.871429,1.1332,late,small,none,commercial_pharma,43.96,41.25000000000000000000000000,,90.00,62.52747252747252747252747253,57.14285714285714285714285714,0.9
KNSA,41,46.06,0.753968,0.687,46.06,0.868254,1.1182,late,mid,none,commercial_pharma,45.61,41.25000000000000000000000000,61.0,37.50,58.24175824175824175824175824,54.90909090909090909090909091,0.8800550882899628252788104089
GH,42,45.97,0.852381,1.0467,45.97,0.865079,1.1034,late,large,none,platform_diagnostics,78.17,41.25000000000000000000000000,66.5,10.00,70.27472527472527472527472527,64.44444444444444444444444444,0.9
CGEM,43,45.75,0.820635,0.9178,45.75,0.861905,1.0889,early,small,none,drug_developer,25.50,41.25000000000000000000000000,47.5,55.00,64.11764705882352941176470588,54.28571428571428571428571428,0.8137425454545454545454545455
ELVN,44,45.73,0.874603,1.1484,45.73,0.85873,1.0746,early,small,none,drug_developer,53.79,41.25000000000000000000000000,62.0,21.67,62.35294117647058823529411765,69.71428571428571428571428572,0.7597690710616438356164383562
MAZE,45,45.56,0.903175,1.2999,45.56,0.855556,1.0606,early,mid,none,drug_developer,50,41.25000000000000000000000000,66.5,50,73.82352941176470588235294117,55.29411764705882352941176471,0.7129807293825113966017405719
BEAM,46,45.54,0.887302,1.2123,45.54,0.852381,1.0467,early,mid,none,drug_developer,59.14,41.25000000000000000000000000,66.0,15.00,56.17647058823529411764705883,76.47058823529411764705882353,0.8136872679908824487137740150
ENTA,47,45.48,0.969841,1.8785,45.48,0.849206,1.033,mid,small,none,drug_developer,25.54,41.25000000000000000000000000,55.5,90.00,77.000,67.64705882352941176470588235,0.7576494023904382470119521912
OPK,48,45.45,0.779365,0.7701,45.45,0.846032,1.0196,late,small,none,platform_diagnostics,50.26,41.25000000000000000000000000,,85.51,54.28571428571428571428571428,72.14285714285714285714285714,0.9
BBOT,49,45.42,0.846032,1.0196,45.42,0.842857,1.0063,early,small,none,drug_developer,47.95,41.25000000000000000000000000,72.0,50,58.82352941176470588235294117,64.57142857142857142857142857,0.7558032444719983467658607150
UPB,50,45.39,0.833333,0.9674,45.39,0.839683,0.9932,mid,small,none,drug_developer,50,41.25000000000000000000000000,71.5,12.50,58.70967741935483870967741936,57.05882352941176470588235294,0.8169883741258741258741258741
AGIO,51,45.29,0.868254,1.1182,45.29,0.836508,0.9802,late,small,none,drug_developer,70.42,41.25000000000000000000000000,65.5,71.07,73.73626373626373626373626374,67.14285714285714285714285714,0.8446440677966101694915254237
