ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
LAB,Standard BioTools Inc.,162,0.07,B,mod_quality+catalyst_near,,,B,0.998258,0.65,1,,0,,25,1,specific_days,9,headwind,,XS,momentum_headwind|cost_haircut_>2000bps,clinical_score:+24.9;financial_score:-15.7;momentum_score:-15.2,tier=;reason=;cat_days=25;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 73153000.0, ""cash_total"": 129418000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 21.229696663158037, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",late|near_0_30|nonpos,-0.07725734020618556,49.601616,1.0093,0,1,,0.0,1,1,buying,-0.784,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,25,True,specific_days,-0.294569,price_history,,1,1.0014,price_history,,-0.180328,,56.3386,0.7324,-0.013218,-0.16711,late,small,sev1,platform_devices,morningstar,,,,0,0.8246185644494550920706501315,28.17,37.21658711111111111111111111,55.5,90.00,68.22085889570552147239263804,27.70581233882166236857766316,69.9709,1.1062,3.0,230,818,1.0,2.7267,8,2,0.0455,0.8,0.95,oncology,0.6919,highly_crowded,1.0,287,-0.07725734020618556,0.001742,-2.9214,22.03,0.47561,-0.0612,0.327997,0.0,0.0,0.0,0.33186,-0.003863,0.0
TEM,"Tempus AI, Inc.",163,0.86,C,low_quality,,,C,0.872822,0.511538,1,,0,,275,0,specific_days,9,neutral,drawdown_data_missing,L,catalyst_far_lift|sponsor_confirmed,catalyst_score:-11.6;clinical_score:+10.4;smart_money_score:+8.9,tier=;reason=;cat_days=275;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 218090000.0, ""cash_total"": 604787000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.16826017748832, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 4}",late|far_271_540|nonpos,0.07178616666666668,45.74713,1.0055,0,1,,0.0,4,4,buying,0.3738,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,199.47,1.0,0,0,1.0,0,1.0,0,275,False,specific_days,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.5816,-0.013218,,late,mid,none,platform_services,morningstar,,,drawdown,1,0.8459278417173154015259278417,50,45.56250000000000000000000000,66.0,29.38,67.48466257668711656441717791,56.58695652173913043478260869,69.1652,1.0722,3.0,10,196,1.0,3.6253,3,4,0.0,0.8,0.95,oncology,-0.4901,uncrowded,1.0,251,0.07178616666666668,0.127178,-1.1398,38.66,0.754355,0.6883,0.325249,0.0,0.0,0.0,0.32166,0.003589,0.0
ONC,BeOne Medicines Ltd.,164,0.86,C,low_quality,,,C,0.879791,0.311538,1,,0,,233,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,catalyst_far_lift|sponsor_confirmed|momentum_headwind,clinical_score:-19.4;financial_score:+19.3;momentum_score:-18.2,tier=;reason=;cat_days=233;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 4547530000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 2}",late|near_181_270|nonpos,0.055196289473684206,39.091512,0.7039,0,1,-0.9704,-1.0074,2,2,buying,-0.3981,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,342.35,1.0,0,0,1.0,0,1.0,0,233,False,specific_days,-0.346649,price_history,,2,0.9123,price_history,,-0.381438,,54.8999,0.415,-0.013218,-0.36822,late,large,none,commercial_biotech,morningstar,,,,0,0.8800418733476016618406143774,25.90,45.56250000000000000000000000,61.0,15.33,24.74500357559561895442056532,63.43558282208588957055214724,25.2909,-0.7816,3.0,287,35,1.0,0.983,0,1,0.0,0.4,0.95,oncology,-0.4901,uncrowded,1.0,253,0.055196289473684206,0.120209,-1.1739,25.34,0.54878,0.1226,0.00276,0.0,0.0,0.0,0.0,0.00276,0.0
ALNY,"Alnylam Pharmaceuticals, Inc.",165,0.51,C,low_quality+no_catalyst_data,,,C,0.482578,0.296154,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,momentum_score:-24.7;smart_money_score:+20.6;financial_score:+8.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1657250000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|none|nonpos,0.09016816720257234,38.651331,0.7295,0,1,-0.1366,-0.168,6,6,neutral,1.1457,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,144.92,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.302284,price_history,,6,0.6556,price_history,,-0.280311,,37.0992,0.3472,-0.013218,-0.267093,late,large,none,commercial_biotech,morningstar,,,,0,0.9,19.70,41.25000000000000000000000000,65.0,31.34,43.15710456212545113143554936,52.76073619631901840490797546,44.4489,0.0279,3.0,68,49,1.0,3.4709,3,4,0.0,0.4,0.85,cardiovascular,-0.4901,uncrowded,1.0,139,0.09016816720257234,0.517422,0.0437,41.52,0.80662,0.8655,0.012878,0.0,0.0,0.0,0.00837,0.004508,0.0
CATX,"Perspective Therapeutics, Inc.",166,0.73,B,high_quality+no_catalyst_data,,,B,0.705575,0.85,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+32.7;catalyst_score:-22.6;financial_score:-8.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 57827000.0, ""cash_total"": 174137000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.13613018140315, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|nonpos,0.08042411003236245,61.637586,-0.357,0,1,,0.0,2,2,buying,-0.3981,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,741.74,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,2.321688,price_history,,2,0.6972,price_history,,-0.010417,,67.5662,0.7923,-0.013218,0.002801,early,small,none,platform_devices,morningstar,,,,0,0.7565759390310288513881328253,96.55,41.25000000000000000000000000,58.0,50.00,68.35820895522388059701492538,55.17241379310344827586206897,67.2387,0.9908,1.0,1400,4,1.0,0.0002,0,0,0.0,0.3,0.85,oncology,0.6919,highly_crowded,1.0,203,0.08042411003236245,0.294425,-0.5405,40.60,0.789199,0.8036,0.301261,0.0,0.0,0.0,0.29724,0.004021,0.0
CDNA,"CareDx, Inc.",167,0.73,B,mod_quality+catalyst_near,,,B,0.952962,0.742308,1,,0,,31,1,specific_days,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-20.3;clinical_score:+11.7;smart_money_score:+6.6,tier=;reason=;cat_days=31;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 177208000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",late|near_31_90|nonpos,-0.01311668085106383,54.305268,0.9998,0,1,,0.0,3,3,buying,-0.0121,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,851.72,0.85,1,0,1.0,0,1.0,0,31,True,specific_days,-0.289684,price_history,,3,1.7941,price_history,,-0.066096,,71.5365,0.5165,-0.013218,-0.052878,late,small,none,platform_diagnostics,morningstar,,,,0,0.8840569973922761703712902024,55.97,33.63088044444444444444444444,60.5,54.00,65.64417177914110429447852761,53.80281690140845070422535211,66.9747,0.9796,3.0,17,253,1.0,3.4212,4,3,0.0,0.6,0.95,oncology,0.6919,highly_crowded,1.0,274,-0.01311668085106383,0.047038,-1.6743,41.53,0.810105,0.8783,0.293224,0.0,0.0,0.0,0.29388,-0.000656,0.0
MEDP,"Medpace Holdings, Inc.",168,0.86,C,low_quality+no_catalyst_data,,,C,0.761324,0.557692,1,,0,,,0,no_upcoming,9,tailwind,overbought_rsi,L,momentum_tailwind,catalyst_score:-14.7;clinical_score:+11.6;momentum_score:+8.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 497049000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.08042411003236245,46.560993,-1.7538,,0,,0.0,0,0,neutral,-1.17,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,270.97,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.390803,price_history,,0,0.1962,price_history,,0.0,,78.699,0.2643,-0.013218,0.013218,early,large,none,platform_diagnostics,morningstar,,,,0,0.8532027413038470398525685326,64.47,41.25000000000000000000000000,,31.33,67.46268656716417910447761194,50.44776119402985074626865671,65.9932,0.9382,0.0,,6,0.0,0.0,0,0,0.0,0.0,0.5,dermatology,-3.5633,uncrowded,1.0,219,0.08042411003236245,0.238676,-0.7106,39.33,0.771777,0.7447,0.285481,0.0,0.0,0.0,0.28146,0.004021,0.0
CERS,Cerus Corporation,169,0.18,C,mod_quality+no_catalyst_data,,,C,0.534843,0.657692,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown_rel_xbi,S,cost_haircut_<=2000bps,financial_score:-26.3;clinical_score:+16.6;momentum_score:+8.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 1363000.0, ""cash_total"": 15670000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 137.96038151137196, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|none|nonpos,0.09016816720257234,50.089135,0.9784,0,1,,0.0,1,1,selling,-0.784,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1656.9,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.16094,price_history,,1,1.6518,price_history,,-0.289902,,51.4411,,-0.013218,-0.276684,late,small,none,platform_devices,morningstar,,,,0,0.8930032246062259704824507007,52.79,41.25000000000000000000000000,49.5,89.38,61.22699386503067484662576687,18.32918953470431351804095308,62.7223,0.8,3.0,4,16,1.0,1.459,1,1,0.0,0.5,0.95,oncology,-0.4901,uncrowded,1.0,154,0.09016816720257234,0.465157,-0.0875,29.02,0.625436,0.3198,0.244508,0.0,0.0,0.0,0.24,0.004508,0.0
BCRX,"BioCryst Pharmaceuticals, Inc.",170,0.44,C,low_quality+no_catalyst_data,,,C,0.08885,0.142308,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,smart_money_score:+19.1;momentum_score:-13.2;financial_score:-13.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 212873000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|none|pos,0.1,30.236378,0.7331,0,1,-0.1244,0.0132,3,3,buying,-0.0121,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,517.78,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.55192,price_history,,3,1.6288,price_history,,-0.365688,,48.2107,0.4141,-0.013218,-0.35247,late,mid,none,commercial_pharma,morningstar,,,,0,0.8953892651986596457635232169,28.18,41.25000000000000000000000000,60.5,34.00,48.89946930633444992284241033,28.22306238185255198487712666,48.0111,0.1784,3.0,194,27,1.0,0.3819,0,0,0.0,0.8,0.55,infectious_disease,0.6919,highly_crowded,1.0,26,0.1,0.91115,1.3479,32.52,0.670732,0.4419,0.07832,0.0198,0.0,0.0,0.05352,0.005,0.0
TWST,Twist Bioscience Corporation,171,0.73,C,low_quality+no_catalyst_data,,,C,0.837979,0.526923,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,financial_score:-17.0;momentum_score:+16.5;clinical_score:+10.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 24814000.0, ""cash_total"": 197949000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 95.72773434351576, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.08042411003236245,46.011292,-1.7742,,0,,0.0,1,1,selling,-0.784,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,402.96,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.112861,price_history,,1,1.4412,price_history,,-0.062892,,53.4793,0.6351,-0.013218,-0.049674,early,mid,none,platform_diagnostics,morningstar,,,,0,0.7583047126436781609195402299,67.05,41.25000000000000000000000000,49.5,50,61.19402985074626865671641791,33.55842677161456399594069454,59.8767,0.6797,0.0,,2,0.0,0.0,0,0,0.0,0.0,0.75,cardiovascular,0.6919,highly_crowded,1.0,241,0.08042411003236245,0.162021,-0.9862,35.65,0.719512,0.5814,0.207931,0.0,0.0,0.0,0.20391,0.004021,0.0
ZYME,Zymeworks Inc.,172,0.73,C,low_quality+no_catalyst_data,,,C,0.684669,0.196154,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+31.0;clinical_score:-28.4;momentum_score:+18.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 22746000.0, ""cash_total"": 64834000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.204167765761014, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 7}",late|none|nonpos,0.09016816720257234,32.750316,0.591,7,1,-1.2913,-1.3305,7,7,buying,1.5317,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,781.08,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.109184,price_history,,7,0.872,price_history,,-0.030233,,62.3228,0.7975,-0.013218,-0.017015,late,small,none,commercial_biotech,morningstar,,,,0,0.8789094025011579434923575730,64.09,41.25000000000000000000000000,77.0,18.15,17.65704392336934020851368136,30.17736780621128964711587207,18.4115,-1.0723,3.0,1187,4,1.0,0.9869,1,1,0.0,0.3,0.95,oncology,-0.4901,uncrowded,1.0,197,0.09016816720257234,0.315331,-0.4808,20.67,0.430314,-0.1756,0.004508,0.0,0.0,0.0,0.0,0.004508,0.0
ETON,"Eton Pharmaceuticals, Inc.",173,0.18,C,low_quality+no_catalyst_data,,,C,0.726481,0.180769,1,,0,,,0,no_upcoming,9,headwind,,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,smart_money_score:+24.6;financial_score:-21.0;clinical_score:-19.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 37121000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 2}",early|none|nonpos,0.08042411003236245,31.627099,-1.8802,,0,-1.467,-1.3404,2,2,buying,-0.3981,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1543.73,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.016413,price_history,,2,0.7161,price_history,,-0.207815,,49.6139,0.4387,-0.013218,-0.194597,early,small,sev1,commercial_pharma,morningstar,,,,0,0.7060664257555847568988173456,38.18,50,61.0,48.67,17.44437018885671146753793223,15.45910952569692165411547100,17.6194,-1.1057,,,,,,,,,,,,-1.6721,unknown,1.0,209,0.08042411003236245,0.273519,-0.6022,13.24,0.16899,-0.9582,0.004021,0.0,0.0,0.0,0.0,0.004021,0.0
XERS,"Xeris Biopharma Holdings, Inc.",174,0.73,C,low_quality+no_catalyst_data,,,C,0.848432,0.134615,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,clinical_score:-25.1;smart_money_score:+23.9;financial_score:-13.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 91598000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",early|none|nonpos,0.08042411003236245,28.343502,-1.8802,,0,-1.3009,-1.3402,3,3,buying,-0.0121,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,895.88,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.6845,-0.013218,,early,small,sev1,commercial_biotech,morningstar,,,drawdown,1,0.7038885059978189749182115594,50,50,66.5,15.33,17.44437018885671146753793223,28.84000528471396485665213370,17.6194,-1.1057,,,,,,,,,,,,-1.6721,unknown,1.0,244,0.08042411003236245,0.151568,-1.0297,15.56,0.252613,-0.6663,0.004021,0.0,0.0,0.0,0.0,0.004021,0.0
PAHC,Phibro Animal Health Corporatio,175,0.22,C,low_quality+no_catalyst_data,,,C,0.792683,0.103846,1,,0,,,0,no_upcoming,9,headwind,,S,momentum_headwind,clinical_score:-17.9;catalyst_score:+14.7;momentum_score:+7.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 74508000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.08042411003236245,27.804061,-1.8802,,0,-1.467,-1.3404,0,0,neutral,-1.17,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,831.95,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.014382,price_history,,0,0.6266,price_history,,-0.144864,,67.4194,0.4021,-0.013218,-0.131646,early,mid,sev1,commercial_pharma,morningstar,,,,0,0.6964777665203197118090735112,43.09,50,,15.33,17.44437018885671146753793223,30.71235860498502512314051633,17.6194,-1.1057,,,,,,,,,,,,-1.6721,unknown,1.0,228,0.08042411003236245,0.207317,-0.8158,12.75,0.141115,-1.0753,0.004021,0.0,0.0,0.0,0.0,0.004021,0.0
LFCR,"Lifecore Biomedical, Inc.",176,0.07,C,low_quality+no_catalyst_data,,,C,0.750871,0.065385,1,,0,,,0,no_upcoming,9,headwind,,XS,momentum_headwind|cost_haircut_>2000bps,catalyst_score:+16.5;clinical_score:-16.0;financial_score:-11.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 18856000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.08042411003236245,24.063469,-1.8802,,0,-1.467,-1.3404,0,0,neutral,-1.17,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.054543,price_history,,0,0.7494,price_history,,-0.225092,,63.0988,0.4595,-0.013218,-0.211874,early,micro,sev1,commercial_pharma,morningstar,,,,0,0.7115283586921333764972483004,44.69,50,,15.33,17.44437018885671146753793223,21.68881958367367144377614416,17.6194,-1.1057,,,,,,,,,,,,-1.6721,unknown,1.0,216,0.08042411003236245,0.249129,-0.6772,11.71,0.102787,-1.2658,0.004021,0.0,0.0,0.0,0.0,0.004021,0.0
CMPS,COMPASS Pathways Plc - American,177,0.73,C,mod_quality+no_catalyst_data,,,C,0.541812,0.703846,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+27.1;momentum_score:+26.2;financial_score:-24.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 119452000.0, ""cash_total"": 185937000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.924559632728812, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 5}",late|none|nonpos,0.09016816720257234,53.496115,0.7109,0,1,,0.0,5,5,buying,0.7598,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,762.54,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.472496,price_history,,5,1.4504,price_history,,-0.071948,,56.6477,0.7735,-0.013218,-0.05873,late,small,sev1,platform_services,morningstar,,,,0,0.8100316011235955056179775281,76.63,41.25000000000000000000000000,77.5,75.00,30.37713124317813993752117130,26.48914457008089223919416341,29.2694,-0.6135,3.0,437,6,1.0,0.2113,0,0,0.0,0.7,0.6,cns,0.6919,highly_crowded,1.0,156,0.09016816720257234,0.458188,-0.105,15.06,0.235192,-0.7219,0.004508,0.0,0.0,0.0,0.0,0.004508,0.0
RGEN,Repligen Corporation,178,0.51,C,low_quality+no_catalyst_data,,,C,0.810105,0.473077,1,,0,,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,clinical_score:-25.6;smart_money_score:+17.5;catalyst_score:+7.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 748747000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",early|none|nonpos,0.08042411003236245,44.190355,-1.8802,,0,,0.0,3,3,buying,-0.0121,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,336.3,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.063253,price_history,,3,0.5221,price_history,,-0.061894,,51.7651,0.4218,-0.013218,-0.048676,early,mid,sev1,platform_devices,morningstar,,,,0,0.7119082823790994997220678155,45.11,50,60.5,46.30,17.44437018885671146753793223,42.14078859434172421474715972,17.6194,-1.1057,,,,,,,,,,,,-1.6721,unknown,1.0,233,0.08042411003236245,0.189895,-0.8783,18.58,0.385017,-0.2923,0.004021,0.0,0.0,0.0,0.0,0.004021,0.0
ILMN,"Illumina, Inc.",179,0.51,C,low_quality+no_catalyst_data,,,C,0.743902,0.573077,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,smart_money_score:+9.9;momentum_score:-5.7;clinical_score:-5.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 215000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 2}",early|none|nonpos,0.08042411003236245,47.127682,-1.8692,,0,,0.0,2,2,selling,-0.3981,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,196.98,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.015925,price_history,,2,0.754,price_history,,-0.39614,,51.9865,0.6123,-0.013218,-0.382922,early,large,none,platform_diagnostics,morningstar,,,,0,0.6753268307322929171668667467,36.38,41.25000000000000000000000000,52.0,57.48,37.12408108710180441078191134,43.85262741021261849954209054,35.6546,-0.3437,0.0,305,1,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.8541,uncrowded,1.0,214,0.08042411003236245,0.256098,-0.6554,22.07,0.482578,-0.0437,0.004021,0.0,0.0,0.0,0.0,0.004021,0.0
