ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.198305,0.627273,0.5548,-0.4771,1.9185,,166,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,59,0.1
PVLA,"Palvella Therapeutics, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.3,0.657576,0.5486,-0.5904,1.6043,,45,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_31_90|pos,0.1,,drug_developer,89,0.1
PRAX,"Praxis Precision Medicines, Inc",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.286441,0.681818,0.5454,-0.6645,1.3986,,137,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,85,0.1
RVMD,"Revolution Medicines, Inc.",4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.310169,0.730303,0.5383,-0.8331,0.9307,,105,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,92,0.1
ALMS,Alumis Inc.,5,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.032203,0.742424,0.5382,-0.8685,0.8325,,167,specific_days,3,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,10,0.1
ARTV,"Artiva Biotherapeutics, Inc.",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.069492,0.736364,-0.0605,-0.8606,0.8545,,76,specific_days,3,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,0c1129f6,mid|near_31_90|pos,0.1,,drug_developer,21,0.1
CRSP,CRISPR Therapeutics AG,7,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.127119,0.778788,0.5296,-0.9958,0.4793,,136,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,38,0.1
NUVB,Nuvation Bio Inc.,8,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.252542,0.790909,0.5283,-1.0637,0.291,,167,specific_days,9,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,75,0.1
FDMT,"4D Molecular Therapeutics, Inc.",9,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.652542,0.906061,0.5013,-1.4478,-0.775,,137,specific_days,3,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,v1.3.0,0c1129f6,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,193,0.037547915422885575
DNTH,"Dianthus Therapeutics, Inc.",10,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.649153,0.954545,0.4765,-1.5699,-1.1139,,166,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,192,0.037547915422885575
