ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
PEPG,PepGen Inc.,1,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.975921,,,0.633721,1,0.633721,213,1,specific_days,,headwind,high_beta,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_headwind|high_risk,,,v1.3.0,34839213,1,,mid|near_181_270|pos,-0.0007759772727272727,,-0.166679,0,1,0.201209,1.097465,7,11,buying,1.3138,,6.9277,5.4427,1.14,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,213,,specific_days,-0.057382,price_history,,7,2.0507,price_history,,0.0,,66.9397,-0.0346,0.0346,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,345,-0.0007759772727272727,0.975921,,,,
TYRA,"Tyra Biosciences, Inc.",2,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.984419,,,0.695736,1,0.695736,244,1,specific_days,,tailwind,overbought_rsi,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_tailwind|runway_short,,,v1.3.0,34839213,1,,mid|near_181_270|pos,-0.0007759772727272727,,-0.166679,0,1,0.201209,1.097465,2,6,buying,-0.5088,,4.505,3.02,2.1,47,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,244,,specific_days,0.744182,price_history,,2,1.183,price_history,,0.0,,73.2443,-0.0346,0.0346,mid,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,348,-0.0007759772727272727,0.984419,,,,
NRIX,"Nurix Therapeutics, Inc.",3,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.973088,,,0.629845,1,0.629845,243,1,specific_days,,tailwind,,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_tailwind,,,v1.3.0,34839213,1,,mid|near_181_270|pos,-0.0007759772727272727,,-0.166679,0,1,0.201209,1.097465,4,7,selling,0.2202,,6.1491,5.0358,3.31,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,243,,specific_days,0.591393,price_history,,4,1.7472,price_history,,-0.116442,,59.8423,-0.0346,-0.081842,mid,small,SEV1,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,344,-0.0007759772727272727,0.973088,,,,
SLN,Silence Therapeutics Plc - Amer,4,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.981586,,,0.676357,1,0.676357,244,1,specific_days,,neutral,,L,tier_a_dev|catalyst_far_lift,,,v1.3.0,34839213,1,,mid|near_181_270|pos,-0.0007759772727272727,,-0.166679,0,1,0.201209,1.097465,1,2,neutral,-0.8733,,1.667,1.2953,1.09,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,244,,specific_days,-0.048963,price_history,,1,1.2222,price_history,,-0.179487,,43.2248,-0.0346,-0.144887,mid,micro,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,347,-0.0007759772727272727,0.981586,,,,
LRMR,"Larimar Therapeutics, Inc.",5,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.871105,,,0.618217,1,0.618217,366,1,specific_days,,headwind,,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_headwind,,,v1.3.0,34839213,1,,mid|far_271_540|pos,0.05133853608247423,,-0.166679,0,1,0.201209,1.097465,6,9,buying,0.9493,,7.0375,5.9241,1.51,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,366,,specific_days,-0.486335,price_history,,6,1.5437,price_history,,-0.252941,,50.5418,-0.0346,-0.218341,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,308,0.05133853608247423,0.871105,,,,
RAPP,"Rapport Therapeutics, Inc.",6,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.876771,,,0.653101,1,0.653101,274,1,specific_days,,headwind,,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_headwind,,,v1.3.0,34839213,1,,mid|far_271_540|pos,0.05133853608247423,,-0.166679,0,1,0.201209,1.097465,5,7,buying,0.5848,,8.1503,7.4086,6.54,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,274,,specific_days,-0.140409,price_history,,5,1.2981,price_history,,-0.048903,,54.8035,-0.0346,-0.014303,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,310,0.05133853608247423,0.876771,,,,
INBX,"Inhibrx Biosciences, Inc.",7,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.868272,,,0.602713,1,0.602713,303,1,specific_days,,tailwind,high_vol,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_tailwind|high_risk,,,v1.3.0,34839213,1,,mid|far_271_540|pos,0.05133853608247423,,-0.166679,0,1,0.201209,1.097465,3,7,neutral,-0.1443,,4.9435,3.4585,1.29,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,303,,specific_days,1.035654,price_history,,3,1.2423,price_history,,-0.155171,,48.2237,-0.0346,-0.120571,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,307,0.05133853608247423,0.868272,,,,
MBX,"MBX Biosciences, Inc.",8,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.669972,,,0.625969,1,0.625969,26,1,specific_days,,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,,,v1.3.0,34839213,1,,mid|near_0_30|pos,0.07679787341772153,,-0.166679,0,1,0.201209,1.097465,8,10,buying,1.6783,,11.2487,10.5054,2.11,47,fresh,0,0,0,0,True,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,26,,specific_days,0.641202,price_history,,8,1.6551,price_history,,-0.093678,,56.4789,-0.0346,-0.059078,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,,0,0.5,,,,,0.675,,237,0.07679787341772153,0.669972,,,,
KROS,"Keros Therapeutics, Inc.",9,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.667139,,,0.606589,1,0.606589,4,1,specific_days,,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,,,v1.3.0,34839213,1,,mid|near_0_30|pos,0.07679787341772153,,-0.166679,0,1,0.201209,1.097465,4,7,neutral,0.2202,,5.53,4.4166,1.21,47,fresh,0,0,0,0,True,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,4,,specific_days,0.175396,price_history,,4,0.71,price_history,,-0.067766,,54.2627,-0.0346,-0.033166,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,,0,0.5,,,,,0.675,,236,0.07679787341772153,0.667139,,,,
WVE,Wave Life Sciences Ltd.,10,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.392351,,,0.707364,1,0.707364,178,1,specific_days,,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,,,v1.3.0,34839213,1,,mid|near_91_180|pos,0.1,,-0.166679,0,1,0.201209,1.097465,5,7,buying,0.5848,,5.613,4.8696,1.64,47,fresh,0,0,0,0,True,False,True,mid,0.7,adequate,,,1.0,0,0,1.0,0,1.0,0,178,,specific_days,1.101712,price_history,,5,1.4019,price_history,,-0.202252,,61.3709,-0.0346,-0.167652,mid,mid,SEV1,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,139,0.1,0.392351,,,,
