ticker,tier_dev,actionable_rank,size_band,target_weight_pct,tier_reason,size_reasons,catalyst_mode,catalyst_days,cat_priority,mom_state,risk_flags,composite_rank,composite_score,archetype,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id
IRON,A,1,L,5.84,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,5,2,headwind,,134,31.80,drug_developer,0.656593,v1.3.0,96f655ee
TENX,A,2,L,4.81,high_opt+catalyst_mid,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,155,9,tailwind,,145,29.77,drug_developer,0.607143,v1.3.0,96f655ee
CRSP,A,3,L,6.87,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,46,9,headwind,,162,28.16,drug_developer,0.766484,v1.3.0,96f655ee
ABEO,A,4,M,2.89,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,2,9,headwind,deep_drawdown_rel_xbi,167,27.19,drug_developer,0.755495,v1.3.0,96f655ee
ACLX,A,5,L,6.87,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,2,9,headwind,,170,26.42,drug_developer,0.711538,v1.3.0,96f655ee
PVLA,A,6,L,5.84,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,5,2,tailwind,,181,24.36,drug_developer,0.634615,v1.3.0,96f655ee
ORKA,A,7,L,5.84,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,126,3,tailwind,,193,22.35,drug_developer,0.898352,v1.3.0,96f655ee
PRTA,A,8,M,2.89,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,27,2,headwind,deep_drawdown_rel_xbi,196,22.12,drug_developer,0.739011,v1.3.0,96f655ee
SRRK,A,9,L,6.87,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,126,3,tailwind,,201,20.89,drug_developer,0.651099,v1.3.0,96f655ee
ATXS,A,10,L,5.84,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,5,2,neutral,,212,19.85,drug_developer,0.892857,v1.3.0,96f655ee
DNTH,A,11,L,5.84,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,155,3,tailwind,,214,19.66,drug_developer,0.947802,v1.3.0,96f655ee
PHVS,A,12,L,4.81,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,6,3,neutral,,215,19.57,drug_developer,0.700549,v1.3.0,96f655ee
ALLO,A,13,M,2.89,high_opt+catalyst_near,tier_a_dev|cost_haircut_<=2000bps,specific_days,3,9,neutral,deep_drawdown_rel_xbi,219,19.14,drug_developer,0.64011,v1.3.0,96f655ee
RAPP,A,14,L,5.84,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,65,2,neutral,,223,18.83,drug_developer,0.832418,v1.3.0,96f655ee
ARTV,A,15,L,4.81,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,65,3,neutral,,224,18.75,drug_developer,0.744505,v1.3.0,96f655ee
NUVL,A,16,L,5.84,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,156,2,headwind,,242,16.79,drug_developer,0.975275,v1.3.0,96f655ee
CGON,A,17,L,5.84,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,126,3,tailwind,,246,16.49,drug_developer,0.903846,v1.3.0,96f655ee
AURA,A,18,M,2.27,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,specific_days,156,2,headwind,deep_drawdown_rel_xbi,250,16.16,drug_developer,0.826923,v1.3.0,96f655ee
FDMT,A,19,S,1.44,high_opt+catalyst_near,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,specific_days,5,2,headwind,deep_drawdown|deep_drawdown_rel_xbi,256,15.29,drug_developer,0.914835,v1.3.0,96f655ee
CNTA,A,20,L,5.84,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,64,9,neutral,,258,15.06,drug_developer,0.942308,v1.3.0,96f655ee
