ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority
EBS,1,58.52,0.998428,2.9532,58.52,0.998428,2.9532,late,small,none,commercial_pharma,52.98,39.71688711111111111111111111,42.99687564086007124851170295,41.05,77.000,72.17391304347826086956521739,0.8948281059776658638055616378,,,v1.3.0,96f655ee,1,,1,1,buying,156,0,specific_days,mid,adequate,neutral,,M,,0.85,<=1000bps,1,985.34,1.0,0,1.0,0,0,,,128,0.38,156,False,specific_days,0.0413,1,,-0.143165,,,-0.028198,-0.114967,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
ALKS,2,58.06,0.995283,2.5959,58.13,0.995283,2.5959,late,mid,none,commercial_pharma,44.71,41.12538711111111111111111111,56.08922244196198158484717300,39.90,77.000,69.83050847457627118644067797,0.9,,,v1.3.0,96f655ee,1,,6,6,buying,34,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,362.89,1.0,0,1.0,0,0,,,129,0.44,34,True,specific_days,-0.0735,6,,-0.080278,,,-0.028198,-0.05208,morningstar,,,9
TBPH,3,55.70,0.966981,1.8382,55.75,0.992138,2.4153,late,small,none,drug_developer,64.55,50.606,40.87187564086007124851170295,66.38,77.000,65.00000000000000000000000000,0.8910578259916721455182993645,0.96978,0.03022,v1.3.0,96f655ee,1,,1,1,buying,5,1,specific_days,near,adequate,tailwind,deep_drawdown_rel_xbi,M,momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1025.46,1.0,0,1.0,0,0,C,low_opt,76,0.31,5,True,specific_days,0.1914,1,,-0.3281,,53.3,-0.028198,-0.299902,morningstar,CTGOV_CALENDAR,DATA_READOUT,2
ACAD,4,55.46,0.960692,1.7588,55.51,0.985849,2.1931,late,mid,none,commercial_biotech,43.09,47.93730177777777777777777778,78.44258963727631418609292391,44.13,65.38461538461538461538461538,66.77966101694915254237288135,0.9,,,v1.3.0,96f655ee,1,,7,7,buying,3,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,525.22,1.0,0,1.0,0,0,,,130,0.38,3,True,specific_days,-0.0960,7,0.9418,-0.0517,,43.2990,-0.028198,-0.023502,morningstar,,,9
TARS,5,55.42,0.963836,1.7971,55.61,0.988994,2.2902,late,mid,none,commercial_biotech,44.65,39.66083600000000000000000000,85,44.27,70.92307692307692307692307692,55.44067796610169491525423729,0.9,,,v1.3.0,96f655ee,0,deep_drawdown,8,8,buying,156,0,specific_days,mid,adequate,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,0.85,<=1000bps,1,529.74,1.0,0,1.0,0,0,,,,,156,False,specific_days,-0.0744,8,,-0.4018,,43.7,-0.028198,-0.373602,morningstar,SEC_8K_FILING,DATA_READOUT,2
BIIB,6,55.42,0.988994,2.2902,55.47,0.982704,2.1131,late,large,none,commercial_pharma,45.33,48.31683600000000000000000000,65.50493099414149756999425857,67.97,72.92307692307692307692307693,75.55555555555555555555555555,0.9,,,v1.3.0,96f655ee,1,,5,5,buying,11,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,175.51,1.0,0,1.0,0,0,,,131,0.44,11,True,specific_days,-0.0648,5,,-0.2549,,51.2,-0.028198,-0.226702,morningstar,,,9
BMRN,7,55.23,0.976415,1.9848,55.25,0.97956,2.0447,late,large,none,commercial_biotech,33.02,55.334,54.78617356872989235741684410,78.20,68.00000000000000000000000000,71.11111111111111111111111111,0.9,,,v1.3.0,96f655ee,1,,3,3,neutral,34,1,specific_days,near,adequate,headwind,overbought_rsi,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,258.43,1.0,0,1.0,0,0,,,132,0.44,34,True,specific_days,-0.2234,3,0.7339,-0.174,,72.1854,-0.028198,-0.145802,morningstar,,,9
AMGN,8,54.73,0.982704,2.1131,54.77,0.976415,1.9848,late,large,none,commercial_pharma,46.62,56.750,39.72473240052722432642247801,47.39,75.07692307692307692307692307,77.000,0.9,,,v1.3.0,96f655ee,1,,1,1,neutral,3,1,specific_days,near,adequate,neutral,,M,,1.0,<=400bps,0,106.06,1.0,0,1.0,0,0,,,133,0.44,3,True,specific_days,-0.0469,1,,-0.2206,,54.3,-0.028198,-0.192402,morningstar,,,9
OPK,9,54.62,0.970126,1.8826,54.62,0.97327,1.9312,late,small,none,platform_diagnostics,32.01,39.66083600000000000000000000,,72.37,71.69230769230769230769230769,64.90217391304347826086956522,0.9,,,v1.3.0,96f655ee,1,,0,0,neutral,187,0,specific_days,far,adequate,headwind,deep_drawdown_rel_xbi,S,catalyst_far_lift|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1543.84,1.0,0,1.0,0,0,,,134,0.15,187,False,specific_days,-0.2367,0,,-0.329897,,,-0.028198,-0.301699,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3
INCY,10,54.21,0.954403,1.6891,54.24,0.970126,1.8826,late,large,none,commercial_biotech,44.84,56.576,60.16804128745445022806847702,37.70,63.07692307692307692307692307,73.33333333333333333333333333,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,1,1,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,222.13,1.0,0,1.0,0,0,,,135,0.44,1,True,specific_days,-0.0717,3,0.2617,-0.0406,,65.0693,-0.028198,-0.012402,morningstar,,,9
