ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.584639,0.620219,0.5238,-0.4745,1.4893,,25,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,187,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.173981,0.603825,0.5252,-0.4073,1.6635,,86,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,56,0.1
RNA,"Avidity Biosciences, Inc.",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.268025,0.625683,0.5234,-0.4967,1.4318,,178,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,86,0.1
ALMS,Alumis Inc.,4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.614754,0.5242,-0.441,1.5762,,147,specific_days,3,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,7,0.1
PRAX,"Praxis Precision Medicines, Inc",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.252351,0.647541,0.5223,-0.5627,1.2605,,117,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,81,0.1
IMVT,"Immunovant, Inc.",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.568966,0.696721,0.5133,-0.7347,0.8146,,25,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,182,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.274295,0.680328,0.5147,-0.6709,0.98,,85,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,88,0.1
PHVS,Pharvaris N.V.,8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.249216,0.691257,0.5137,-0.7135,0.8695,,56,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,80,0.1
KURA,"Kura Oncology, Inc.",9,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.189655,0.70765,0.5127,-0.7767,0.7056,,178,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,61,0.1
CLYM,"Climb Bio, Inc.",10,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.083072,0.674863,-0.7757,-0.6613,1.0049,,56,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,27,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",11,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.098746,0.713115,0.5281,-0.7976,0.6515,,85,specific_days,3,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,32,0.1
OCGN,"Ocugen, Inc.",12,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.581505,0.762295,0.4994,-0.9612,0.2272,,13,specific_days,3,headwind,,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,186,0.09254273684210526
PEPG,PepGen Inc.,13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.810345,0.980874,-0.1557,-1.5371,-1.266,,178,specific_days,3,tailwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,259,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.80721,0.855191,-1.1889,-1.284,-0.6097,,117,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,258,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",15,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.81348,0.920765,-1.1998,-1.4711,-1.0948,,117,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,260,0.0646411489361702
DNTH,"Dianthus Therapeutics, Inc.",16,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.681818,0.948087,0.4506,-1.5371,-1.266,,146,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,218,0.0743638577586207
