ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority,alpha_cohort_pct,clinical_score_z,clinical_score_z_tier,coinvest_score_z,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,missingness_penalty,missing_components,commercial_quality_pct,clinical_score_v2,competitive_intensity_z,sizing_multiplier_clinical,clinical_score_v2_z,de_vol_60d
PEPG,297,11.06,0.126959,-1.1409,11.06,0.070533,-1.4718,mid,small,none,drug_developer,96.55,42.47918400000000000000000000,79.12108949338604888707198172,66.70,5,34.13631262116110600959085807,0.7856731723453522990406880582,0.019126,0.980874,v1.3.0,96f655ee,1,,7,7,buying,179,0,specific_days,mid,adequate,tailwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1694.53,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,1,0.52,179,False,specific_days,0.9484,7,,-0.276848,,,-0.023106,-0.253742,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.126959,-1.541465,,0,0,0,0,0,0,,,5,0,1.0,0,
NUVL,239,16.92,0.19906,-0.845,16.92,0.252351,-0.6671,late,mid,none,drug_developer,45.05,39.62721600000000000000000000,78.13625136302316461991221501,33.09,5,51.07812500000000000000000000,0.8343184630849994415279794482,0.02459,0.97541,v1.3.0,96f655ee,1,,5,5,buying,148,0,specific_days,mid,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,403.47,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,2,0.64,148,False,specific_days,-0.0688,5,,-0.085945,,,-0.023106,-0.062839,morningstar,SEC_8K_FILING,DATA_READOUT,2,0.19906,-1.541465,,0,0,0,0,0,0,,,5,0,1.0,0,
KOD,301,9.61,0.039185,-1.7602,9.60,0.057994,-1.5718,late,small,sev1,drug_developer,85.01,52.334,62.70932604442289416519127759,59.00,5,10.60707459383330818369297318,0.8609416703296703296703296703,0.035519,0.964481,v1.3.0,96f655ee,1,,3,3,buying,27,1,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,702.75,1.0,0,1.0,0,0,A,high_opt+catalyst_near,3,0.64,27,True,specific_days,0.5126,3,,-0.210746,,,-0.023106,-0.18764,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.039185,-1.541465,,0,0,0,0,0,0,,,5,0,1.0,0,
IVVD,303,9.12,0.061129,-1.5454,9.12,0.051724,-1.6284,late,small,sev1,drug_developer,73.88,60.476,46.43015021709504478734298586,65.67,5,13.77602987777274784970574921,0.8254145219581644945789070200,0.040984,0.959016,v1.3.0,96f655ee,1,,3,3,buying,26,1,specific_days,near,adequate,tailwind,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,0.85,<=1000bps,1,933.9,1.0,0,1.0,0,0,A,high_opt+catalyst_near,4,0.64,26,True,specific_days,0.3146,3,,-0.295139,,,-0.023106,-0.272033,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.061129,-1.541465,,0,0,0,0,0,0,,,5,0,1.0,0,
DNTH,212,19.80,0.333856,-0.4293,19.80,0.336991,-0.4207,late,mid,none,drug_developer,86.75,36.65610844444444444444444444,85,35.05,5,58.25000000000000000000000000,0.8323761340782122905027932961,0.051913,0.948087,v1.3.0,96f655ee,1,,8,8,buying,147,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,495.67,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,5,0.64,147,False,specific_days,0.5531,8,,-0.017419,,,-0.023106,0.005687,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.333856,-1.541465,,0,0,0,0,0,0,,,5,0,1.0,0,
CNTA,258,15.14,0.133229,-1.1113,15.10,0.195925,-0.8563,late,mid,sev1,drug_developer,45.85,45.38760000000000000000000000,78.54923063695607449516377577,34.02,5,13.09790039062500000000000000,0.8792836309193745148053676389,0.057377,0.942623,v1.3.0,96f655ee,1,,7,7,buying,56,1,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,476.44,1.0,0,1.0,0,0,A,high_opt+catalyst_near,6,0.64,56,True,specific_days,-0.0577,7,,-0.15229,,,-0.023106,-0.129184,morningstar,,,9,0.133229,-1.541465,,0,0,0,0,0,0,,,5,0,1.0,0,
ACLX,242,16.73,0.177116,-0.9264,16.73,0.246082,-0.6869,late,mid,none,drug_developer,24.76,44.22671111111111111111111111,85,34.27,5.828837094461699900956485390,39.75263129340277777777777778,0.8786569275362318840579710145,0.07377,0.92623,v1.3.0,96f655ee,1,,7,7,buying,118,0,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,376.67,1.0,0,1.0,0,0,A,high_opt+catalyst_near,7,0.75,118,False,specific_days,-0.3340,7,,-0.255386,,,-0.023106,-0.23228,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3,0.177116,-1.505799,,0,0,0,0,0,0,,,5.828837094461699900956485390,0,1.0,0,
SION,305,8.93,0.014107,-2.1943,8.93,0.045455,-1.6906,mid,small,sev2,drug_developer,72.36,42.47918400000000000000000000,85,56.87,6.437805228382648664176960643,5,0.7482846945202603401217719924,0.084699,0.915301,v1.3.0,96f655ee,1,,6,6,buying,118,0,specific_days,near,short,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,0.85,<=1000bps,1,882.99,1.0,0,1.0,0,0,A,high_opt+catalyst_near,8,0.64,118,False,specific_days,0.2942,6,,-0.022082,,,-0.023106,0.001024,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.014107,-1.479595,,0,0,0,0,0,0,,,6.437805228382648664176960643,0,1.0,0,
FDMT,252,15.73,0.255486,-0.6573,15.68,0.211599,-0.8009,late,small,none,drug_developer,37.47,49.04284444444444444444444444,39.34527397350288654152244001,56.44,7.265725612989570970430039648,53.63829787234042553191489362,0.7996826531734682653173468265,0.090164,0.909836,v1.3.0,96f655ee,1,,1,1,neutral,87,0,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,S,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1085.48,1.0,0,1.0,0,0,A,high_opt+catalyst_near,9,0.16,87,False,specific_days,-0.1648,1,,-0.298289,,,-0.023106,-0.275183,morningstar,,,9,0.255486,-1.443969,,0,0,0,0,0,0,,,7.265725612989570970430039648,0,1.0,0,
ATXS,206,20.35,0.311912,-0.4904,20.31,0.352665,-0.3781,late,small,none,drug_developer,52.30,47.93730177777777777777777778,55.90244695149292561498409823,52.78,8.308909146514257496303404234,48.60183089381821839947688748,0.8788067373947282073717598163,0.106557,0.893443,v1.3.0,96f655ee,1,,3,3,buying,87,0,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed,0.85,<=1000bps,1,860.38,1.0,0,1.0,0,0,A,high_opt+catalyst_near,10,0.64,87,False,specific_days,0.0319,3,,-0.04697,,,-0.023106,-0.023864,morningstar,,,9,0.311912,-1.399081,,0,0,0,0,0,0,,,8.308909146514257496303404234,0,1.0,0,
ADCT,282,13.49,0.158307,-1.0014,13.49,0.117555,-1.1873,late,small,none,drug_developer,30.83,43.86864044444444444444444444,77.80492795316249466348356532,72.77,8.730110631325247117777609436,35.23189225894069714803078316,0.8084248079034028540065861690,0.112022,0.887978,v1.3.0,96f655ee,1,,3,3,buying,25,1,specific_days,near,adequate,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1515.11,1.0,0,1.0,0,0,A,high_opt+catalyst_near,11,0.31,25,True,specific_days,-0.2522,3,,-0.262073,,,-0.023106,-0.238967,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.158307,-1.380956,,0,0,0,0,0,0,,,8.730110631325247117777609436,0,1.0,0,
CGON,234,17.26,0.268025,-0.6188,17.26,0.268025,-0.6188,late,mid,none,drug_developer,75.34,50.726,85,39.28,9.579247437634852094082921586,54.26562500000000000000000000,0.8498720519131796822555381517,0.122951,0.877049,v1.3.0,96f655ee,1,,6,6,buying,118,0,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,420.61,1.0,0,1.0,0,0,A,high_opt+catalyst_near,12,0.64,118,False,specific_days,0.3354,6,,-0.04516,,,-0.023106,-0.022054,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.268025,-1.344417,,0,0,0,0,0,0,,,9.579247437634852094082921586,0,1.0,0,
